gene	gene	p-value	odds
FKBP9	AK2	0.386945715211988	2.79825369999213
FKBP9	SPTA1	0.386945715211988	2.79825369999213
FKBP9	CSMD3	0.583972826548931	0
FKBP9	VPS13A	0.386945715211988	2.79825369999213
LRP1B	DYNC2H1	0.219949049779245	3.09634059947058
LRP1B	PNRC2	1	0
LRP1B	PCLO	0.341883096701544	0
LRP1B	COL11A1	1	0
LRP1B	CSMD2	1	0.858926506192445
LRP1B	AK2	1	0
LRP1B	SPTA1	1	0
LRP1B	CSMD3	0.583972826548931	0
LRP1B	VPS13A	0.386945715211988	2.79825369999213
DYNC2H1	PNRC2	0.132962121876023	4.74413754582318
DYNC2H1	PCLO	0.0166899894792482	7.62923301418395
DYNC2H1	COL11A1	1	0
DYNC2H1	CSMD2	0.313145101179574	2.25871085031262
DYNC2H1	AK2	0.059983429991715	9.53934676920341
DYNC2H1	SPTA1	0.386945715211988	2.79825369999213
DYNC2H1	CSMD3	1	1.14058321192827
DYNC2H1	VPS13A	1	0
PNRC2	PCLO	0.230964517493939	3.04490421244099
PNRC2	COL11A1	1	0
PNRC2	CSMD2	1	1.24035950697021
PNRC2	AK2	0.303195129858434	4.00005702393941
PNRC2	SPTA1	1	0
PNRC2	CSMD3	0.132962121876023	4.74413754582317
PNRC2	VPS13A	1	0
PCLO	COL11A1	1	0.90129756169045
PCLO	CSMD2	0.647820732377697	1.43628452328566
PCLO	AK2	0.498129441611305	1.8792877153374
PCLO	SPTA1	0.498129441611305	1.8792877153374
PCLO	CSMD3	0.101391449965056	4.01100475605885
PCLO	VPS13A	0.498129441611305	1.8792877153374
COL11A1	CSMD2	0.582481689726525	0
COL11A1	AK2	0.346075429559454	3.30200834983253
COL11A1	SPTA1	0.346075429559454	3.30200834983253
COL11A1	CSMD3	0.583972826548931	1.35073987368254
COL11A1	VPS13A	0.346075429559454	3.30200834983253
CSMD2	AK2	0.462910455057712	2.11917355342441
CSMD2	SPTA1	0.462910455057712	2.11917355342441
CSMD2	CSMD3	1	0.858926506192453
CSMD2	VPS13A	1	0
AK2	SPTA1	0.211144102466461	6.7140902567002
AK2	CSMD3	0.386945715211988	2.7982536999921
AK2	VPS13A	1	0
SPTA1	CSMD3	1	0
SPTA1	VPS13A	1	0
CSMD3	VPS13A	1	0
