gene	gene	p-value	odds
COL11A1	LRP1B	1	0
COL11A1	DYNC2H1	1	0
COL11A1	AK2	1	0
COL11A1	VPS13A	1	0
COL11A1	ALB	0.206349206349206	10.0000351684634
COL11A1	SMC6	1	0
CSMD2	FKBP9	0.52991452991453	1.94350812947726
CSMD2	CSMD3	0.388888888888889	3.92428384790065
CSMD2	LRP1B	0.553418803418803	0
CSMD2	DYNC2H1	0.52991452991453	1.94350812947726
CSMD2	AK2	0.214285714285714	Inf
CSMD2	VPS13A	1	0
CSMD2	ALB	1	0
CSMD2	SMC6	1	0
FKBP9	CSMD3	1	0
FKBP9	LRP1B	0.459401709401709	2.51384302533684
FKBP9	DYNC2H1	1	0
FKBP9	AK2	1	0
FKBP9	VPS13A	0.107142857142857	Inf
FKBP9	ALB	0.206349206349206	10.0000351684634
FKBP9	SMC6	1	0
CSMD3	LRP1B	1	0
CSMD3	DYNC2H1	1	0
CSMD3	AK2	1	0
CSMD3	VPS13A	1	0
CSMD3	ALB	1	0
CSMD3	SMC6	0.206349206349206	10.0000351684634
LRP1B	DYNC2H1	1	0
LRP1B	AK2	1	0
LRP1B	VPS13A	0.178571428571429	Inf
LRP1B	ALB	0.330687830687831	5.03003615898522
LRP1B	SMC6	1	0
DYNC2H1	AK2	0.107142857142857	Inf
DYNC2H1	VPS13A	1	0
DYNC2H1	ALB	1	0
DYNC2H1	SMC6	0.297924297924298	5.19027840088985
AK2	VPS13A	1	0
AK2	ALB	1	0
AK2	SMC6	1	0
VPS13A	ALB	1	0
VPS13A	SMC6	1	0
ALB	SMC6	1	0
