feature	a0	a0.1	a0.2	a0.3	a0.4	a0.5	a0.6	a0.7	a0.8	a0.9	a1
381183 [Metab Prot]	1	0.875312498750005	0.967572129711481	0.994124023503906	1	1	0.999008003967984	1	0.999004003983984	1	1
381033 [Metab Prot]	1	0.880996476014096	0.970488118047528	0.990176039295843	0.999004003983984	0.996044015823937	0.999008003967984	1	1	0.999016003935984	0.999008003967984
1296025 [Neur Sys]	1	1	1	1	1	1	1	1	1	1	1
450408 [Metab RNA]	1	1	1	1	1	1	1	1	1	1	1
8854518 [Cell Cycl]	1	1	1	1	1	1	1	1	1	1	1
5467340 [Disease]	1	1	1	1	1	1	1	1	1	1	1
4839735 [Disease]	1	1	1	1	1	1	1	1	1	1	1
2161541 [Metab]	1	0.0657117371530514	0.32189871240515	0.437138251446994	0.625893496426014	0.650969396122416	0.736653053387786	0.772356910572358	0.788312846748613	0.809296762812949	0.818276726893092
2161517 [Metab]	1	1	1	1	1	1	1	1	1	1	1
2161522 [Metab]	1	0.635865456538174	0.90122839508642	0.959120163519346	0.983020067919728	0.99501201995192	0.999000003999984	1	1	1	1
73930 [DNA Repair]	1	0.998028007887968	1	1	1	0.999012003951984	1	1	1	1	1
2978092 [Disease]	1	1	1	1	1	1	1	1	1	1	1
167242 [Disease]	1	1	1	1	1	1	1	1	1	1	1
156582 [Metab]	1	0.982296070815717	0.99313202747189	0.994096023615906	1	0.999000003999984	1	1	1	0.999008003967984	0.999020003919984
264642 [Neur Sys]	1	0.000103999584001664	0.000147999408002368	0.000135999456002176	7.999968000128e-05	0.000147999408002368	0.000151999392002432	0.0001999992000032	0.00327198691205235	0.0114079543681825	0.0365238539045844
181431 [Neur Sys]	1	0.992112031551874	1	1	1	1	1	1	1	1	1
399997 [Metab]	1	0.799464802140791	0.927644289422842	0.953368186527254	0.980076079695681	0.979116083535666	0.988068047727809	0.993024027903888	0.99501601993592	0.996012015951936	0.987076051695793
1300645 [Reprod]	1	0.991196035215859	0.995132019471922	0.996048015807937	0.997036011855953	1	0.999004003983984	1	1	1	1
2122948 [Sig Transd]	1	0.818432726269095	0.867244531021876	0.872992508029968	0.937744249023004	0.889448442206231	0.902384390462438	0.928672285310859	0.937584249663001	0.947448210207159	0.91498834004664
9032845 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
9028731 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
9032500 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
9028335 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
9026527 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
9026519 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
9603381 [Sig Transd]	1	0.195859216563134	0.497638009447962	0.658001367994528	0.827728689085244	0.853580585677657	0.910276358894564	0.960076159695361	0.980036079855681	0.988000047999808	0.992004031983872
9034793 [Sig Transd]	1	0.254142983428066	0.56059775760897	0.733825064699741	0.873620505517978	0.902444390222439	0.943196227215091	0.985040059839761	0.998012007951968	1	1
9034864 [Sig Transd]	1	0.0957076171695313	0.355374578501686	0.519753920984316	0.722117111531554	0.747885008459966	0.81747673009308	0.867204531181875	0.917116331534674	0.939044243823025	0.945076219695121
5625886 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
2033519 [Disease]	1	1	1	1	1	1	1	1	1	1	1
111452 [Prog Cell Death]	1	1	1	1	1	1	1	1	1	1	1
165158 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
399710 [Neur Sys]	1	0.807316770732917	0.926052295790817	0.958548165807337	0.987104051583794	0.989144043423826	0.995044019823921	0.999012003951984	0.999012003951984	1	1
9619483 [Neur Sys]	1	0.978436086255655	0.989172043311827	0.996056015775937	0.998020007919968	0.998028007887968	1	1	1	1	1
176814 [Cell Cycl]	1	1	1	1	1	1	1	1	1	1	1
176187 [Cell Cycl]	1	1	1	1	1	1	1	1	1	1	1
111447 [Prog Cell Death]	1	1	1	1	1	1	1	1	1	1	1
114452 [Prog Cell Death]	1	1	1	1	1	1	1	1	1	1	1
111446 [Prog Cell Death]	1	1	1	1	1	1	1	1	1	1	1
139910 [Prog Cell Death]	1	1	1	1	1	1	1	1	1	1	1
174577 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
451308 [Neur Sys]	1	1	1	1	1	1	1	1	1	1	1
1296041 [Neur Sys]	1	1	1	1	1	1	1	1	1	1	1
991365 [Neur Sys]	1	1	1	1	1	1	1	1	1	1	1
5619507 [Dev Biol]	1	0.999004003983984	1	1	1	1	1	1	1	1	1
936964 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
1592389 [ECM Org]	1	1	1	1	1	1	1	1	1	1	1
1169091 [Imm Sys]	1	0.992036031855873	0.998008007967968	0.998004007983968	0.999004003983984	1	1	1	1	1	1
2980767 [Cell Cycl]	1	1	1	1	1	1	1	1	1	1	1
442755 [Neur Sys]	1	1	1	1	1	1	1	1	1	1	1
111448 [Prog Cell Death]	1	1	1	1	1	1	1	1	1	1	1
451307 [Neur Sys]	1	1	1	1	1	1	1	1	1	1	1
2151209 [Org Biog]	1	0.953808184767261	0.983248067007732	0.992076031695873	0.993080027679889	0.989092043631825	0.995048019807921	0.99503201987192	1	0.998012007951968	0.996036015855937
139915 [Prog Cell Death]	1	1	1	1	1	1	1	1	1	1	1
428540 [Dev Biol]	1	0.999020003919984	0.999012003951984	1	1	1	1	1	1	1	1
9619229 [Neur Sys]	1	1	1	1	1	1	1	1	1	1	1
1169092 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
5635838 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
187015 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
5617472 [Dev Biol]	1	0.999004003983984	1	1	1	1	1	1	1	1	1
111459 [Prog Cell Death]	1	0.997052011791953	0.999000003999984	1	1	1	1	1	1	1	1
2426168 [Metab]	1	1	1	1	1	1	1	1	1	1	1
451326 [Neur Sys]	1	1	1	1	1	1	1	1	1	1	1
450341 [Imm Sys]	1	0.998028007887968	1	1	1	1	1	1	1	1	1
8866907 [Gene Expr]	1	0.999020003919984	0.999020003919984	1	1	1	1	1	1	1	1
72662 [Metab Prot]	1	1	0.998044007823969	1	1	1	1	1	1	1	1
2485179 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
68962 [Cell Cycl]	1	0.999000003999984	1	1	1	1	1	1	1	1	1
75108 [Prog Cell Death]	1	1	1	1	1	1	1	1	1	1	1
114294 [Prog Cell Death]	1	1	1	1	1	1	1	1	1	1	1
1482798 [Metab]	1	1	1	1	1	1	1	1	1	1	1
1482883 [Metab]	1	1	1	1	1	1	1	1	1	1	1
1482788 [Metab]	1	1	1	1	1	1	1	1	1	1	1
1482839 [Metab]	1	1	1	1	1	1	1	1	1	1	1
1482925 [Metab]	1	1	1	1	1	1	1	1	1	1	1
1482922 [Metab]	1	1	1	1	1	1	1	1	1	1	1
1482801 [Metab]	1	1	1	1	1	1	1	1	1	1	1
1280218 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
417973 [Sig Transd]	1	0.921536313854745	0.969616121535514	0.968536125855497	0.984200063199747	0.984288062847749	0.987172051311795	0.98811604753581	0.998016007935968	0.994056023775905	0.994124023503906
170660 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
170670 [Neur Sys Sig Tr]	1	1	1	1	1	1	1	1	1	1	1
418990 [C-C Comm]	1	1	1	1	1	1	1	1	1	1	1
392023 [Hemost]	1	1	1	1	1	1	1	1	1	1	1
400042 [Metab]	1	0.998016007935968	0.998004007983968	0.998004007983968	1	1	1	1	1	1	1
390696 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
879415 [Imm Sys]	1	0.791496834012664	0.923392306430774	0.956588173647305	0.983176067295731	0.983236067055732	0.992104031583874	0.99503201987192	0.994044023823905	0.996020015919936	0.997020011919952
5423646 [Metab]	1	0.998004007983968	1	1	1	1	1	1	1	1	1
351143 [Metab]	1	1	1	1	1	1	1	1	1	1	1
1462054 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
389599 [Metab]	1	1	1	1	1	1	1	1	1	1	1
173736 [Imm Sys]	1	0.994064023743905	0.996024015903936	0.993024027903888	0.999004003983984	0.99501201995192	0.998004007983968	1	1	1	0.999000003999984
140179 [Metab]	1	1	1	1	1	1	1	1	1	1	1
375280 [Sig Transd]	1	0.999020003919984	1	1	1	1	1	1	1	1	1
209776 [Metab]	1	1	1	1	1	1	1	1	1	1	1
156587 [Metab]	1	0.999000003999984	1	1	1	1	1	1	1	1	1
70614 [Metab]	1	0.968256126975492	0.996012015951936	0.997004011983952	1	1	1	1	1	1	1
352230 [Transp Sm Mol]	1	1	1	1	1	1	1	1	1	1	1
141444 [Cell Cycl]	1	1	1	1	1	1	1	1	1	1	1
141424 [Cell Cycl]	1	1	1	1	1	1	1	1	1	1	1
977225 [Metab Prot]	1	1	1	1	1	1	1	1	1	1	1
2214320 [ECM Org]	1	1	1	1	1	0.999012003951984	1	1	1	1	1
5620912 [Org Biog]	1	0.985048059807761	0.999000003999984	1	1	1	1	1	1	1	1
193048 [Metab]	1	1	1	1	1	1	1	1	1	1	1
2473224 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
983170 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
983695 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
1236975 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
983168 [Imm Sys]	1	0.895276418894324	0.974032103871585	0.9750200999196	0.99500401998392	0.989004043983824	0.99500001999992	0.999000003999984	0.997000011999952	1	0.994000023999904
6803157 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
1169410 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
109581 [Prog Cell Death]	1	1	1	1	1	1	1	1	1	1	1
140342 [Prog Cell Death]	1	0.932684269262923	0.966772132911468	0.976520093919624	0.995108019567922	0.986296054815781	0.991188035247859	0.995076019695921	0.997048011807953	0.997044011823953	0.998052007791969
351906 [Prog Cell Death]	1	1	1	1	1	1	1	1	1	1	1
111465 [Prog Cell Death]	1	1	1	1	1	1	1	1	1	1	1
75153 [Prog Cell Death]	1	1	1	1	1	1	1	1	1	1	1
111471 [Prog Cell Death]	1	0.988208047167811	0.997060011759953	1	1	1	1	1	1	1	1
445717 [Transp Sm Mol]	1	1	1	1	1	1	1	1	1	1	1
426048 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
2142753 [Metab]	1	1	1	1	1	1	1	1	1	1	1
211957 [Metab]	1	0.970544117823529	0.989200043199827	0.99310402758389	0.997044011823953	0.998032007871969	0.997032011871953	1	0.999004003983984	1	1
8937144 [Metab]	1	0.998044007823969	1	0.999016003935984	0.999012003951984	0.999008003967984	1	1	1	1	1
446203 [Metab Prot]	1	1	1	1	1	1	1	1	1	1	1
175474 [Disease]	1	1	1	1	1	1	1	1	1	1	1
9609736 [Neur Sys]	1	1	1	1	1	1	1	1	1	1	1
168316 [Disease]	1	0.869664521341915	0.961408154367383	0.992080031679873	0.997016011935952	0.998016007935968	0.999004003983984	1	0.999008003967984	1	1
8963889 [Transp Sm Mol]	1	1	1	1	1	1	1	1	1	1	1
2022090 [ECM Org]	1	1	1	1	1	1	1	1	1	1	1
68616 [DNA Repl]	1	1	1	1	1	1	1	1	1	1	1
68867 [DNA Repl]	1	0.994016023935904	1	1	1	1	1	1	1	1	1
390471 [Metab Prot]	1	1	1	1	1	1	1	1	1	1	1
210455 [Neur Sys]	1	0.991104035583858	1	1	1	1	1	1	1	1	1
4608870 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
162791 [Metab Prot]	1	1	1	1	1	1	1	1	1	1	1
3371568 [Cell Resp]	1	0.990152039391842	0.996052015791937	0.998016007935968	0.999004003983984	0.999008003967984	1	1	1	1	1
174084 [Cell Cycl]	1	1	1	1	1	1	1	1	1	1	1
349425 [Cell Cycl]	1	1	1	1	1	1	1	1	1	1	1
177539 [Disease]	1	0.299094803620785	0.594125623497506	0.756824972700109	0.895852416590334	0.886044455822177	0.939488242047032	0.963220147119412	0.971172115311539	0.977108091567634	0.97812808748765
422475 [Dev Biol]	1	1	1	1	1	1	1	1	1	1	1
193634 [Sig Transd]	1	0.994064023743905	0.997044011823953	0.999012003951984	0.998020007919968	0.999012003951984	1	1	1	0.999008003967984	1
209563 [Sig Transd]	1	0.989144043423826	0.998036007855969	0.998032007871969	0.999000003999984	0.999004003983984	1	1	1	1	1
5250924 [Gene Expr]	1	1	1	1	1	1	1	1	1	1	1
5620922 [Org Biog]	1	1	1	1	1	1	1	1	1	1	1
9024909 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
111453 [Prog Cell Death]	1	1	1	1	1	1	1	1	1	1	1
1368108 [Circ Cl]	1	1	1	1	1	1	1	1	1	1	1
73884 [DNA Repair]	1	0.999008003967984	1	1	1	1	1	1	1	1	1
73929 [DNA Repair]	1	0.999024003903984	1	1	1	1	1	1	1	1	1
210991 [Hemost]	1	1	1	1	1	1	1	1	1	1	1
1461957 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
77352 [Metab]	1	1	1	1	1	1	1	1	1	1	1
77346 [Metab]	1	1	1	1	1	1	1	1	1	1	1
77350 [Metab]	1	1	1	1	1	1	1	1	1	1	1
77310 [Metab]	1	1	1	1	1	1	1	1	1	1	1
77285 [Metab]	1	1	1	1	1	1	1	1	1	1	1
77348 [Metab]	1	1	1	1	1	1	1	1	1	1	1
77305 [Metab]	1	1	1	1	1	1	1	1	1	1	1
3858494 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
196299 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
389887 [Metab]	1	1	1	1	1	1	1	1	1	1	1
390247 [Metab]	1	1	1	1	1	1	1	1	1	1	1
425381 [Transp Sm Mol]	1	1	1	1	1	1	1	1	1	1	1
194068 [Metab]	1	1	1	1	1	1	1	1	1	1	1
2173782 [Ves-med Transp]	1	1	1	1	1	1	1	1	1	1	1
173107 [Disease]	1	1	1	1	1	1	1	1	1	1	1
4411364 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
141333 [Metab]	1	1	1	1	1	1	1	1	1	1	1
211859 [Metab]	1	1	1	1	1	1	1	1	1	1	1
2466712 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
9018676 [Metab]	1	1	1	1	1	1	1	1	1	1	1
9018677 [Metab]	1	0.997004011983952	1	1	1	1	1	1	1	1	1
9026395 [Metab]	1	0.000427998288006848	0.000451998192007232	0.000427998288006848	0.000291998832004672	0.000335998656005376	0.000435998256006976	0.000375998496006016	0.000451998192007232	0.0008999964000144	0.845240619037524
9018683 [Metab]	1	1	1	1	1	1	1	1	1	1	1
9025094 [Metab]	1	1	1	1	1	1	1	1	1	1	1
9026403 [Metab]	1	1	1	1	1	1	1	1	1	1	1
9026290 [Metab]	1	1	1	1	1	1	1	1	1	1	1
9026286 [Metab]	1	1	1	1	1	1	1	1	1	1	1
9025106 [Metab]	1	1	1	1	1	1	1	1	1	1	1
9023661 [Metab]	1	1	1	1	1	1	1	1	1	1	1
9018896 [Metab]	1	1	1	1	1	1	1	1	1	1	1
9018679 [Metab]	1	1	1	1	1	1	1	1	1	1	1
9020265 [Metab]	1	1	1	1	1	1	1	1	1	1	1
9027604 [Metab]	1	1	1	1	1	1	1	1	1	1	1
9026762 [Metab]	1	0.000427998288006848	0.000451998192007232	0.00041999832000672	0.000291998832004672	0.000335998656005376	0.000435998256006976	0.000371998512005952	0.000451998192007232	0.000835996656013376	0.864816540733837
9027307 [Metab]	1	0.984172063311747	0.998008007967968	1	1	1	1	1	1	1	1
9018682 [Metab]	1	0.985120059519762	0.997004011983952	1	1	1	1	1	1	1	1
9026766 [Metab]	1	0.00043999824000704	0.00037999848000608	0.000403998384006464	0.00025999896000416	0.000307998768004928	0.000331998672005312	0.000203999184003264	0.000203999184003264	0.000103999584001664	0.000163999344002624
9018681 [Metab]	1	0.997076011695953	1	1	1	1	1	1	1	1	1
9018678 [Metab]	1	0.999000003999984	1	1	1	1	1	1	1	1	1
446193 [Metab Prot]	1	1	1	1	1	1	1	1	1	1	1
196780 [Metab]	1	1	1	1	1	1	1	1	1	1	1
9033658 [Metab]	1	1	1	1	1	1	1	1	1	1	1
70895 [Metab]	1	1	1	1	1	1	1	1	1	1	1
352238 [Prog Cell Death]	1	0.991136035455858	0.998012007951968	1	1	0.999000003999984	1	1	1	1	1
162588 [Disease]	1	1	1	1	1	1	1	1	1	1	1
450385 [Metab RNA]	1	1	1	1	1	1	1	1	1	1	1
8851680 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
5621481 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
75102 [Metab RNA]	1	0.918432326270695	0.922104311582754	0.93188827244691	0.972256110975556	0.934772260910956	0.925740297038812	0.964296142815429	0.955332178671285	0.950408198367207	0.900948396206415
5218900 [Prog Cell Death]	1	1	1	1	1	1	1	1	1	1	1
5621575 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
5690714 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
389356 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
389357 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
389359 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
68689 [DNA Repl]	1	0.998008007967968	1	1	1	1	1	1	1	1	1
69017 [Cell Cycl]	1	1	1	1	1	1	1	1	1	1	1
68827 [DNA Repl]	1	0.996016015935936	1	1	1	1	1	1	1	1	1
447041 [Dev Biol]	1	1	1	1	1	1	1	1	1	1	1
5607763 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
5607764 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
5660668 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
6811434 [Ves-med Transp]	1	1	1	1	1	1	1	1	1	1	1
6811436 [Ves-med Transp]	1	0.999020003919984	0.998036007855969	0.999004003983984	1	0.999004003983984	1	1	1	1	1
6807878 [Metab Prot]	1	1	1	1	1	1	1	1	1	1	1
204005 [Metab Prot]	1	1	1	1	1	1	1	1	1	1	1
140180 [Metab]	1	1	1	1	1	1	1	1	1	1	1
199920 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
442742 [Neur Sys]	1	1	1	1	1	1	1	1	1	1	1
442720 [Neur Sys]	1	1	1	1	1	1	1	1	1	1	1
442729 [Neur Sys]	1	1	1	1	1	1	1	1	1	1	1
8874211 [Metab Prot]	1	1	1	1	1	0.999004003983984	1	0.999000003999984	1	1	1
399956 [Dev Biol]	1	1	1	1	1	1	1	1	1	1	1
2024101 [Metab]	1	1	1	1	1	1	1	1	1	1	1
389513 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
211999 [Metab]	1	0.996024015903936	1	0.999000003999984	1	1	1	1	1	1	1
111996 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
1296052 [Neur Sys]	1	1	1	1	1	1	1	1	1	1	1
4086398 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
111997 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
111932 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
2025928 [Imm Sys]	1	0.968196127215491	0.990044039823841	0.994016023935904	0.997004011983952	0.998008007967968	0.998000007999968	0.998004007983968	1	0.999004003983984	0.999000003999984
419812 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
111933 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
901042 [Metab Prot]	1	1	1	1	1	1	1	1	1	1	1
111957 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
72737 [Metab Prot]	1	1	1	1	1	1	1	1	1	1	1
8955332 [Metab Prot]	1	1	1	1	1	1	1	1	1	1	1
5576891 [Muscl contr]	1	1	1	1	1	1	1	1	1	1	1
5694530 [Metab Prot]	1	1	1	1	1	1	1	1	1	1	1
8856825 [Ves-med Transp]	1	1	1	1	1	1	1	1	1	1	1
5620920 [Org Biog]	1	1	1	1	1	1	1	1	1	1	1
71262 [Metab]	1	1	1	1	1	1	1	1	1	1	1
140534 [Prog Cell Death]	1	0.999024003903984	1	1	0.999004003983984	1	1	1	1	1	1
418889 [Prog Cell Death]	1	1	1	1	1	1	1	1	1	1	1
5357769 [Prog Cell Death]	1	1	1	1	1	1	1	1	1	1	1
264870 [Prog Cell Death]	1	1	1	1	1	1	1	1	1	1	1
209905 [Metab]	1	1	0.998004007983968	1	1	0.999016003935984	0.999000003999984	1	1	0.999000003999984	0.997008011967952
426117 [Transp Sm Mol]	1	1	1	1	1	1	1	1	1	1	1
174184 [Cell Cycl]	1	1	1	1	1	1	1	1	1	1	1
1640170 [Cell Cycl]	1	1	1	1	1	1	1	1	1	1	1
69620 [Cell Cycl]	1	1	1	1	1	1	1	1	1	1	1
69278 [Cell Cycl]	1	1	1	1	1	1	1	1	1	1	1
204998 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
446728 [C-C Comm]	1	1	1	1	1	1	1	1	1	1	1
202733 [Hemost]	1	1	1	1	1	1	1	1	1	1	1
1500931 [C-C Comm]	1	1	1	1	1	1	1	1	1	1	1
421270 [C-C Comm]	1	1	1	1	1	1	1	1	1	1	1
446353 [C-C Comm]	1	1	1	1	1	1	1	1	1	1	1
2559583 [Cell Resp]	1	0.998000007999968	1	1	1	1	1	1	1	1	1
189200 [Transp Sm Mol]	1	1	1	1	1	1	1	1	1	1	1
3371556 [Cell Resp]	1	1	1	1	1	1	1	1	1	1	1
1234174 [Cell Resp]	1	0.000211999152003392	0.000195999216003136	0.000275998896004416	0.00023999904000384	0.000647997408010368	0.00345998616005536	0.0801636793452826	0.353886584453662	0.697889208443166	0.918236327054692
8953897 [Cell Resp]	1	0.294258822964708	0.678249287002852	0.859472562109752	0.926148295406818	0.955080179679281	0.983036067855729	0.99002803988784	0.994008023967904	0.999000003999984	0.997000011999952
2262752 [Cell Resp]	1	0.77560889756441	0.982024071903712	0.998000007999968	1	1	1	1	1	1	1
380287 [Cell Cycl]	1	1	1	1	1	1	1	1	1	1	1
193681 [Sig Transd]	1	0.98814404742381	0.998036007855969	0.998036007855969	0.999000003999984	0.999008003967984	1	1	1	1	1
163765 [Metab]	1	1	1	1	1	1	1	1	1	1	1
390466 [Metab Prot]	1	1	1	1	1	1	1	1	1	1	1
380108 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
75035 [Cell Cycl]	1	1	1	1	1	1	1	1	1	1	1
191273 [Metab]	1	1	1	1	1	1	1	1	1	1	1
6807047 [Metab]	1	1	1	1	1	1	1	1	1	1	1
6807062 [Metab]	1	1	1	1	1	1	1	1	1	1	1
6798163 [Metab]	1	0.755788976844093	0.859252562989748	0.896156415374339	0.936060255758977	0.954028183887264	0.956016175935296	0.976008095967616	0.979004083983664	0.978004087983648	0.98500005999976
2022870 [Metab]	1	1	1	1	1	1	1	1	1	1	1
1793185 [Metab]	1	1	1	1	1	1	1	1	1	1	1
3247509 [Chr Org]	1	1	1	1	1	1	1	1	1	1	1
4839726 [Chr Org]	1	1	1	1	1	1	1	1	1	1	1
73886 [Cell Cycl]	1	1	1	1	1	1	1	1	1	1	1
8963888 [Transp Sm Mol]	1	1	1	1	1	1	1	1	1	1	1
8964026 [Transp Sm Mol]	1	1	1	1	1	1	1	1	1	1	1
8963901 [Transp Sm Mol]	1	1	1	1	1	1	1	1	1	1	1
5617833 [Org Biog]	1	0.984100063599746	0.994016023935904	0.999000003999984	1	1	1	1	1	1	1
400253 [Circ Cl]	1	1	1	1	1	1	1	1	1	1	1
71403 [Metab]	1	1	1	1	1	1	1	1	1	1	1
373076 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
373080 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
420499 [Sig Transd]	1	1	1	1	1	1	1	1	1	1	1
983169 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
9603798 [Prot Loc]	1	1	1	1	1	1	1	1	1	1	1
1296053 [Neur Sys]	1	1	1	1	1	1	1	1	1	1	1
173623 [Imm Sys]	1	1	1	1	1	1	1	1	1	1	1
8856828 [Ves-med Transp]	1	1	1	1	1	1	1	1	1	1	1
110331 [DNA Repair]	1	0.999024003903984	1	1	1	1	1	1	1	1	1
110329 [DNA Repair]	1	0.999024003903984	1	1	1	1	1	1	1	1	1
196741 [Metab]	1	1	1	1	1	1	1	1	1	1	1
196783 [Metab]	1	1	1	1	1	1	1	1	1	1	1
