feature	a0	a0.1	a0.2	a0.3	a0.4	a0.5	a0.6	a0.7	a0.8	a0.9	a1
264642 [Neur Sys]	1.1999952000192e-05	0.0439669421487603	0.0933660933660934	0.130241423125794	0.164193867457962	0.171828171828172	0.193548387096774	0.220338983050847	0.248878923766816	0.293478260869565	0.308510638297872
181431 [Neur Sys]	0.0160999356002576	0.793103448275862	1	1	1	1	1	1	1	1	1
399997 [Metab]	0.00157999368002528	0.641357027463651	0.549382716049383	0.67741935483871	0.65	0.8	0.722222222222222	0.714285714285714	1	0.75	0.95
1300645 [Reprod]	0.0686637253450986	0.8	0.911764705882353	0.538461538461538	0.6	1	1	1	1	1	1
2122948 [Sig Transd]	0.0121719513121948	0.58728323699422	0.676625659050967	0.593186372745491	0.577540106951872	0.619834710743802	0.662824207492795	0.650887573964497	0.578231292517007	0.548672566371681	0.630522088353414
9032845 [Sig Transd]	0.929724281102876	1	1	1	1	1	1	1	1	1	1
9028731 [Sig Transd]	0.682133271466914	1	1	1	1	1	1	1	1	1	1
9032500 [Sig Transd]	0.460438158247367	1	1	1	1	1	1	1	1	1	1
9028335 [Sig Transd]	0.648557405770377	1	1	1	1	1	1	1	1	1	1
9026527 [Sig Transd]	0.592645629417482	1	1	1	1	1	1	1	1	1	1
9026519 [Sig Transd]	0.664513341946632	1	1	1	1	1	1	1	1	1	1
9603381 [Sig Transd]	0.000427998288006848	0.482758620689655	0.590030518819939	0.583011583011583	0.664864864864865	0.657534246575342	0.7	0.8	0.6	1	0.5
9034793 [Sig Transd]	0.000595997616009536	0.483962264150943	0.590618336886994	0.61038961038961	0.658227848101266	0.714285714285714	0.66	0.636363636363636	1	1	1
9034864 [Sig Transd]	0.000335998656005376	0.4212299915754	0.468312757201646	0.486787204450626	0.487632508833922	0.486486486486487	0.45	0.519230769230769	0.566666666666667	0.5	0.7
5625886 [Sig Transd]	0.0273638905444378	1	1	1	1	1	1	1	1	1	1
2033519 [Disease]	0.87122451510194	1	1	1	1	1	1	1	1	1	1
111452 [Prog Cell Death]	0.953304186783253	1	1	1	1	1	1	1	1	1	1
165158 [Sig Transd]	0.0864596541613833	1	1	1	1	1	1	1	1	1	1
399710 [Neur Sys]	0.0100039599841601	0.605011933174224	0.640151515151515	0.702898550724638	0.740740740740741	0.648648648648649	0.666666666666667	0.5	0.25	1	1
9619483 [Neur Sys]	0.0551917792328831	0.709090909090909	0.681818181818182	0.866666666666667	0.666666666666667	0.375	1	1	1	1	1
176814 [Cell Cycl]	0.042311830752677	1	1	1	1	1	1	1	1	1	1
176187 [Cell Cycl]	0.0196159215363139	1	1	1	1	1	1	1	1	1	1
111447 [Prog Cell Death]	0.279694881220475	1	1	1	1	1	1	1	1	1	1
114452 [Prog Cell Death]	0.231183075267699	1	1	1	1	1	1	1	1	1	1
111446 [Prog Cell Death]	0.16497934008264	1	1	1	1	1	1	1	1	1	1
139910 [Prog Cell Death]	0.979540081839673	1	1	1	1	1	1	1	1	1	1
174577 [Imm Sys]	0.212979148083408	1	1	1	1	1	1	1	1	1	1
451308 [Neur Sys]	0.10687557249771	1	1	1	1	1	1	1	1	1	1
1296041 [Neur Sys]	0.416054335782657	1	1	1	1	1	1	1	1	1	1
991365 [Neur Sys]	0.694557221771113	1	1	1	1	1	1	1	1	1	1
5619507 [Dev Biol]	0.0268518925924296	1	1	1	1	1	1	1	1	1	1
936964 [Imm Sys]	0.49937400250399	1	1	1	1	1	1	1	1	1	1
1592389 [ECM Org]	0.151139395442418	1	1	1	1	1	1	1	1	1	1
1169091 [Imm Sys]	0.00601197595209619	0.6	0.666666666666667	0.5	1	1	1	1	1	1	1
2980767 [Cell Cycl]	0.065247739009044	1	1	1	1	1	1	1	1	1	1
442755 [Neur Sys]	0.733341066635734	1	1	1	1	1	1	1	1	1	1
111448 [Prog Cell Death]	0.565413738345047	1	1	1	1	1	1	1	1	1	1
451307 [Neur Sys]	0.219039123843505	1	1	1	1	1	1	1	1	1	1
2151209 [Org Biog]	0.0196599213603146	0.738916256157635	0.571428571428571	0.75	0.714285714285714	0.708333333333333	0.692307692307692	0.222222222222222	1	1	0.5
139915 [Prog Cell Death]	0.641429434282263	1	1	1	1	1	1	1	1	1	1
428540 [Dev Biol]	0.0357238571045716	0.5	1	1	1	1	1	1	1	1	1
9619229 [Neur Sys]	0.05812776748893	1	1	1	1	1	1	1	1	1	1
1169092 [Imm Sys]	0.128519485922056	1	1	1	1	1	1	1	1	1	1
5635838 [Sig Transd]	0.710829156683373	1	1	1	1	1	1	1	1	1	1
187015 [Sig Transd]	0.855748577005692	1	1	1	1	1	1	1	1	1	1
5617472 [Dev Biol]	0.0268638925444298	1	1	1	1	1	1	1	1	1	1
111459 [Prog Cell Death]	0.0571197715209139	0.785714285714286	1	1	1	1	1	1	1	1	1
2426168 [Metab]	0.62248151007396	1	1	1	1	1	1	1	1	1	1
451326 [Neur Sys]	0.123047507809969	1	1	1	1	1	1	1	1	1	1
450341 [Imm Sys]	0.0346118615525538	0.75	1	1	1	1	1	1	1	1	1
8866907 [Gene Expr]	0.252806988772045	0.833333333333333	0.333333333333333	1	1	1	1	1	1	1	1
72662 [Metab Prot]	0.221999112003552	1	0.416666666666667	1	1	1	1	1	1	1	1
2485179 [Sig Transd]	0.0594077623689505	1	1	1	1	1	1	1	1	1	1
68962 [Cell Cycl]	0.0127359490562038	1	1	1	1	1	1	1	1	1	1
75108 [Prog Cell Death]	0.455746177015292	1	1	1	1	1	1	1	1	1	1
114294 [Prog Cell Death]	0.358310566757733	1	1	1	1	1	1	1	1	1	1
1482798 [Metab]	0.397910408358367	1	1	1	1	1	1	1	1	1	1
1482883 [Metab]	0.305226779092884	1	1	1	1	1	1	1	1	1	1
1482788 [Metab]	0.33373066507734	1	1	1	1	1	1	1	1	1	1
1482839 [Metab]	0.335314658741365	1	1	1	1	1	1	1	1	1	1
1482925 [Metab]	0.321014715941136	1	1	1	1	1	1	1	1	1	1
1482922 [Metab]	0.366486534053864	1	1	1	1	1	1	1	1	1	1
1482801 [Metab]	0.315842736629053	1	1	1	1	1	1	1	1	1	1
1280218 [Imm Sys]	0.115307538769845	1	1	1	1	1	1	1	1	1	1
417973 [Sig Transd]	0.0186559253762985	0.719480519480519	0.651612903225806	0.651851851851852	0.666666666666667	0.726027397260274	0.795454545454545	0.666666666666667	1	0.733333333333333	0.65625
170660 [Sig Transd]	0.462602149591402	1	1	1	1	1	1	1	1	1	1
170670 [Neur Sys Sig Tr]	0.293458826164695	1	1	1	1	1	1	1	1	1	1
418990 [C-C Comm]	0.264842940628237	1	1	1	1	1	1	1	1	1	1
392023 [Hemost]	0.204091183635265	1	1	1	1	1	1	1	1	1	1
400042 [Metab]	0.0113399546401814	0.8	0.5	1	1	1	1	1	1	1	1
390696 [Sig Transd]	0.264826940692237	1	1	1	1	1	1	1	1	1	1
879415 [Imm Sys]	0.0110279558881764	0.697879858657244	0.747851002865329	0.648648648648649	0.6	0.783333333333333	0.703703703703704	1	0.583333333333333	0.833333333333333	0.833333333333333
5423646 [Metab]	0.00472398110407558	1	1	1	1	1	1	1	1	1	1
351143 [Metab]	0.835148659405362	1	1	1	1	1	1	1	1	1	1
1462054 [Imm Sys]	0.934896260414958	1	1	1	1	1	1	1	1	1	1
389599 [Metab]	0.0582557669769321	1	1	1	1	1	1	1	1	1	1
173736 [Imm Sys]	0.0288838844644621	0.588235294117647	0.571428571428571	0.571428571428571	1	0.75	1	1	1	1	1
140179 [Metab]	0.0812636749453002	1	1	1	1	1	1	1	1	1	1
375280 [Sig Transd]	0.0110079559681761	0.666666666666667	1	1	1	1	1	1	1	1	1
209776 [Metab]	0.0339158643365427	1	1	1	1	1	1	1	1	1	1
156587 [Metab]	0.00482398070407718	1	1	1	1	1	1	1	1	1	1
70614 [Metab]	0.00465198139207443	0.723076923076923	1	1	1	1	1	1	1	1	1
352230 [Transp Sm Mol]	0.0115519537921848	1	1	1	1	1	1	1	1	1	1
141444 [Cell Cycl]	0.0575917696329215	1	1	1	1	1	1	1	1	1	1
141424 [Cell Cycl]	0.0576117695529218	1	1	1	1	1	1	1	1	1	1
977225 [Metab Prot]	0.0109759560961756	1	1	1	1	1	1	1	1	1	1
2214320 [ECM Org]	0.113855544577822	1	1	1	1	0.75	1	1	1	1	1
5620912 [Org Biog]	0.00138399446402214	0.692307692307692	1	1	1	1	1	1	1	1	1
193048 [Metab]	0.286386854452582	1	1	1	1	1	1	1	1	1	1
2473224 [Sig Transd]	0.421394314422742	1	1	1	1	1	1	1	1	1	1
983170 [Imm Sys]	0.546513813944744	1	1	1	1	1	1	1	1	1	1
983695 [Imm Sys]	0.247703009187963	1	1	1	1	1	1	1	1	1	1
1236975 [Imm Sys]	0.156379374482502	1	1	1	1	1	1	1	1	1	1
983168 [Imm Sys]	0.000303998784004864	0.485714285714286	0.333333333333333	0.833333333333333	1	1	1	1	1	1	1
6803157 [Imm Sys]	0.926352294590822	1	1	1	1	1	1	1	1	1	1
1169410 [Imm Sys]	0.095063619745521	1	1	1	1	1	1	1	1	1	1
109581 [Prog Cell Death]	0.780300878796485	1	1	1	1	1	1	1	1	1	1
140342 [Prog Cell Death]	0.038251846992612	0.720379146919431	0.778350515463918	0.694656488549618	0.857142857142857	0.786666666666667	0.604166666666667	0.75	1	0.75	0.714285714285714
351906 [Prog Cell Death]	0.029435882256471	1	1	1	1	1	1	1	1	1	1
111465 [Prog Cell Death]	0.131031475874096	1	1	1	1	1	1	1	1	1	1
75153 [Prog Cell Death]	0.0679957280170879	1	1	1	1	1	1	1	1	1	1
111471 [Prog Cell Death]	0.0495678017287931	0.867924528301887	0.8125	1	1	1	1	1	1	1	1
445717 [Transp Sm Mol]	0.314786740853037	1	1	1	1	1	1	1	1	1	1
426048 [Sig Transd]	0.520313918744325	1	1	1	1	1	1	1	1	1	1
2142753 [Metab]	0.00847196611213555	1	1	1	1	1	1	1	1	1	1
211957 [Metab]	0.0576397694409222	0.72992700729927	0.725490196078431	0.518518518518518	0.75	0.888888888888889	0.666666666666667	1	1	1	1
8937144 [Metab]	0.215455138179447	0.75	1	0.8	0.75	1	1	1	1	1	1
446203 [Metab Prot]	0.505865976536094	1	1	1	1	1	1	1	1	1	1
175474 [Disease]	0.250438998244007	1	1	1	1	1	1	1	1	1	1
9609736 [Neur Sys]	0.581405674377303	1	1	1	1	1	1	1	1	1	1
168316 [Disease]	0.005499978000088	0.721822541966427	0.601941747572815	0.761904761904762	0.4	0.8	1	1	1	1	1
8963889 [Transp Sm Mol]	0.0675717297130811	1	1	1	1	1	1	1	1	1	1
2022090 [ECM Org]	0.887308450766197	1	1	1	1	1	1	1	1	1	1
68616 [DNA Repl]	0.0175079299682801	1	1	1	1	1	1	1	1	1	1
68867 [DNA Repl]	0.0037439850240599	1	1	1	1	1	1	1	1	1	1
390471 [Metab Prot]	0.926492294030824	1	1	1	1	1	1	1	1	1	1
210455 [Neur Sys]	0.0160159359362563	0.62962962962963	1	1	1	1	1	1	1	1	1
4608870 [Sig Transd]	0.701621193515226	1	1	1	1	1	1	1	1	1	1
162791 [Metab Prot]	0.976952092191631	1	1	1	1	1	1	1	1	1	1
3371568 [Cell Resp]	0.0405358378566486	0.692307692307692	1	1	1	0.333333333333333	1	1	1	1	1
174084 [Cell Cycl]	0.0533637865448538	1	1	1	1	1	1	1	1	1	1
349425 [Cell Cycl]	0.109311562753749	1	1	1	1	1	1	1	1	1	1
177539 [Disease]	0.00175999296002816	0.578187071144818	0.638846737481032	0.649725274725275	0.651162790697674	0.652671755725191	0.682926829268293	0.678571428571429	0.590909090909091	0.678571428571429	0.727272727272727
422475 [Dev Biol]	0.80747277010892	1	1	1	1	1	1	1	1	1	1
193634 [Sig Transd]	0.105171579313683	0.588235294117647	0.916666666666667	0.25	0.666666666666667	0.5	1	1	1	0.666666666666667	1
209563 [Sig Transd]	0.0541197835208659	0.621621621621622	0.8	0.888888888888889	1	1	1	1	1	1	1
5250924 [Gene Expr]	0.0384878460486158	1	1	1	1	1	1	1	1	1	1
5620922 [Org Biog]	0.444814220743117	1	1	1	1	1	1	1	1	1	1
9024909 [Sig Transd]	0.652381390474438	1	1	1	1	1	1	1	1	1	1
111453 [Prog Cell Death]	0.286210855156579	1	1	1	1	1	1	1	1	1	1
1368108 [Circ Cl]	0.019063923744305	1	1	1	1	1	1	1	1	1	1
73884 [DNA Repair]	0.0199559201763193	0.333333333333333	1	1	1	1	1	1	1	1	1
73929 [DNA Repair]	0.0380838476646093	0.428571428571429	1	1	1	1	1	1	1	1	1
210991 [Hemost]	0.184303262786949	1	1	1	1	1	1	1	1	1	1
1461957 [Imm Sys]	0.81002075991696	1	1	1	1	1	1	1	1	1	1
77352 [Metab]	0.120919516321935	1	1	1	1	1	1	1	1	1	1
77346 [Metab]	0.202071191715233	1	1	1	1	1	1	1	1	1	1
77350 [Metab]	0.195267218931124	1	1	1	1	1	1	1	1	1	1
77310 [Metab]	0.182695269218923	1	1	1	1	1	1	1	1	1	1
77285 [Metab]	0.201979192083232	1	1	1	1	1	1	1	1	1	1
77348 [Metab]	0.19437522249911	1	1	1	1	1	1	1	1	1	1
77305 [Metab]	0.315318738725045	1	1	1	1	1	1	1	1	1	1
3858494 [Sig Transd]	0.178707285170859	1	1	1	1	1	1	1	1	1	1
196299 [Sig Transd]	0.356362574549702	1	1	1	1	1	1	1	1	1	1
389887 [Metab]	0.0626197495210019	1	1	1	1	1	1	1	1	1	1
390247 [Metab]	0.0949636201455194	1	1	1	1	1	1	1	1	1	1
425381 [Transp Sm Mol]	0.676325294698821	1	1	1	1	1	1	1	1	1	1
194068 [Metab]	0.0153559385762457	1	1	1	1	1	1	1	1	1	1
2173782 [Ves-med Transp]	0.25249899000404	1	1	1	1	1	1	1	1	1	1
173107 [Disease]	0.249783000867997	1	1	1	1	1	1	1	1	1	1
4411364 [Sig Transd]	0.584417662329351	1	1	1	1	1	1	1	1	1	1
141333 [Metab]	0.170211319154723	1	1	1	1	1	1	1	1	1	1
211859 [Metab]	0.00661597353610586	1	1	1	1	1	1	1	1	1	1
2466712 [Sig Transd]	0.742849028603886	1	1	1	1	1	1	1	1	1	1
9018676 [Metab]	0.377098491606034	1	1	1	1	1	1	1	1	1	1
9018677 [Metab]	0.0109439562241751	1	1	1	1	1	1	1	1	1	1
9026395 [Metab]	3.5999856000576e-05	0.0234298090175231	0.0345572354211663	0.0412249705535925	0.0575324243431992	0.0462107208872458	0.0698619008935824	0.094679186228482	0.136782113108286	0.207647371216144	0.128617363344051
9018683 [Metab]	0.638061447754209	1	1	1	1	1	1	1	1	1	1
9025094 [Metab]	0.638073447706209	1	1	1	1	1	1	1	1	1	1
9026403 [Metab]	0.105415578337687	1	1	1	1	1	1	1	1	1	1
9026290 [Metab]	0.0977436090255639	1	1	1	1	1	1	1	1	1	1
9026286 [Metab]	0.150275398898404	1	1	1	1	1	1	1	1	1	1
9025106 [Metab]	0.755216979132084	1	1	1	1	1	1	1	1	1	1
9023661 [Metab]	0.177443290226839	1	1	1	1	1	1	1	1	1	1
9018896 [Metab]	0.375306498774005	1	1	1	1	1	1	1	1	1	1
9018679 [Metab]	0.36626253494986	1	1	1	1	1	1	1	1	1	1
9020265 [Metab]	0.124103503585986	1	1	1	1	1	1	1	1	1	1
9027604 [Metab]	0.632365470538118	1	1	1	1	1	1	1	1	1	1
9026762 [Metab]	3.5999856000576e-05	0.0234298090175231	0.0345572354211663	0.0409700965387332	0.0578457446808511	0.0464012654890588	0.0683599027289922	0.09399375975039	0.135253054101222	0.197049525816649	0.395121951219512
9027307 [Metab]	0.0062439750240999	0.659090909090909	0.666666666666667	1	1	1	1	1	1	1	1
9018682 [Metab]	0.0058559765760937	0.612903225806452	1	1	1	1	1	1	1	1	1
9026766 [Metab]	3.1999872000512e-05	0.0184349872524024	0.0251681492731612	0.0289889793962626	0.0368852459016393	0.0260657073038284	0.0280320366132723	0.0334158415841584	0.0525830258302583	0.0535320088300221	0.0463917525773196
9018681 [Metab]	0.129051483794065	0.7	1	1	1	1	1	1	1	1	1
9018678 [Metab]	0.0129159483362067	1	1	1	1	1	1	1	1	1	1
446193 [Metab Prot]	0.733265066939732	1	1	1	1	1	1	1	1	1	1
196780 [Metab]	0.00928796284814861	1	1	1	1	1	1	1	1	1	1
9033658 [Metab]	0.594193623225507	1	1	1	1	1	1	1	1	1	1
70895 [Metab]	0.0738797044811821	1	1	1	1	1	1	1	1	1	1
352238 [Prog Cell Death]	0.0228239087043652	0.657142857142857	1	1	1	1	1	1	1	1	1
162588 [Disease]	0.342238631045476	1	1	1	1	1	1	1	1	1	1
450385 [Metab RNA]	0.947788208847165	1	1	1	1	1	1	1	1	1	1
8851680 [Imm Sys]	0.136491454034184	1	1	1	1	1	1	1	1	1	1
5621481 [Imm Sys]	0.22312710749157	1	1	1	1	1	1	1	1	1	1
75102 [Metab RNA]	0.0127439490242039	0.698630136986301	0.715302491103203	0.726457399103139	0.692307692307692	0.680412371134021	0.622340425531915	0.52	0.69047619047619	0.660194174757282	0.638655462184874
5218900 [Prog Cell Death]	0.0764156943372226	1	1	1	1	1	1	1	1	1	1
5621575 [Imm Sys]	0.304442782228871	1	1	1	1	1	1	1	1	1	1
5690714 [Imm Sys]	0.262762948948204	1	1	1	1	1	1	1	1	1	1
389356 [Imm Sys]	0.227119091523634	1	1	1	1	1	1	1	1	1	1
389357 [Imm Sys]	0.0544717821128715	1	1	1	1	1	1	1	1	1	1
389359 [Imm Sys]	0.716773132907468	1	1	1	1	1	1	1	1	1	1
68689 [DNA Repl]	0.0133199467202131	1	1	1	1	1	1	1	1	1	1
69017 [Cell Cycl]	0.0169719321122716	1	1	1	1	1	1	1	1	1	1
68827 [DNA Repl]	0.00387198451206195	0.6	1	1	1	1	1	1	1	1	1
447041 [Dev Biol]	0.779952880188479	1	1	1	1	1	1	1	1	1	1
5607763 [Imm Sys]	0.218675125299499	1	1	1	1	1	1	1	1	1	1
5607764 [Imm Sys]	0.00788796844812621	1	1	1	1	1	1	1	1	1	1
5660668 [Imm Sys]	0.548625805496778	1	1	1	1	1	1	1	1	1	1
6811434 [Ves-med Transp]	0.0158279366882532	1	1	1	1	1	1	1	1	1	1
6811436 [Ves-med Transp]	0.0594197623209507	0.666666666666667	0.6	0.5	1	0.5	1	1	1	1	1
6807878 [Metab Prot]	0.505693977224091	1	1	1	1	1	1	1	1	1	1
204005 [Metab Prot]	0.315554737781049	1	1	1	1	1	1	1	1	1	1
140180 [Metab]	0.175679297282811	1	1	1	1	1	1	1	1	1	1
199920 [Imm Sys]	0.0372918508325967	1	1	1	1	1	1	1	1	1	1
442742 [Neur Sys]	0.950848196607214	1	1	1	1	1	1	1	1	1	1
442720 [Neur Sys]	0.703385186459254	1	1	1	1	1	1	1	1	1	1
442729 [Neur Sys]	0.395346418614326	1	1	1	1	1	1	1	1	1	1
8874211 [Metab Prot]	0.0465278138887444	1	1	1	1	1	1	1	1	1	1
399956 [Dev Biol]	0.887336450654197	1	1	1	1	1	1	1	1	1	1
2024101 [Metab]	0.104735581057676	1	1	1	1	1	1	1	1	1	1
389513 [Imm Sys]	0.169339322642709	1	1	1	1	1	1	1	1	1	1
211999 [Metab]	0.00451198195207219	0.285714285714286	1	1	1	1	1	1	1	1	1
111996 [Sig Transd]	0.119031523873905	1	1	1	1	1	1	1	1	1	1
1296052 [Neur Sys]	0.0929756280974876	1	1	1	1	1	1	1	1	1	1
4086398 [Sig Transd]	0.169539321842713	1	1	1	1	1	1	1	1	1	1
111997 [Sig Transd]	0.0789716841132636	1	1	1	1	1	1	1	1	1	1
111932 [Sig Transd]	0.499014003943984	1	1	1	1	1	1	1	1	1	1
2025928 [Imm Sys]	0.00141999432002272	0.72	0.5	0.8	1	1	1	1	1	1	1
419812 [Sig Transd]	0.310378758484966	1	1	1	1	1	1	1	1	1	1
111933 [Sig Transd]	0.078999684001264	1	1	1	1	1	1	1	1	1	1
901042 [Metab Prot]	0.0455958176167295	1	1	1	1	1	1	1	1	1	1
111957 [Sig Transd]	0.0791836832652669	1	1	1	1	1	1	1	1	1	1
72737 [Metab Prot]	0.128831484674061	1	1	1	1	1	1	1	1	1	1
8955332 [Metab Prot]	0.961924152303391	1	1	1	1	1	1	1	1	1	1
5576891 [Muscl contr]	0.964732141071436	1	1	1	1	1	1	1	1	1	1
5694530 [Metab Prot]	0.391138435446258	1	1	1	1	1	1	1	1	1	1
8856825 [Ves-med Transp]	0.37438250246999	1	1	1	1	1	1	1	1	1	1
5620920 [Org Biog]	0.975076099695601	1	1	1	1	1	1	1	1	1	1
71262 [Metab]	0.786568853724585	1	1	1	1	1	1	1	1	1	1
140534 [Prog Cell Death]	0.0521517913928344	1	1	1	1	1	1	1	1	1	1
418889 [Prog Cell Death]	0.899052403790385	1	1	1	1	1	1	1	1	1	1
5357769 [Prog Cell Death]	0.353470586117656	1	1	1	1	1	1	1	1	1	1
264870 [Prog Cell Death]	0.970512117951528	1	1	1	1	1	1	1	1	1	1
209905 [Metab]	0.0625557497770009	1	1	1	1	1	1	1	1	1	0.666666666666667
426117 [Transp Sm Mol]	0.969052123791505	1	1	1	1	1	1	1	1	1	1
174184 [Cell Cycl]	0.0271758912964348	1	1	1	1	1	1	1	1	1	1
1640170 [Cell Cycl]	0.0208959164163343	1	1	1	1	1	1	1	1	1	1
69620 [Cell Cycl]	0.0343918624325503	1	1	1	1	1	1	1	1	1	1
69278 [Cell Cycl]	0.0257678969284123	1	1	1	1	1	1	1	1	1	1
204998 [Sig Transd]	0.0404198383206467	1	1	1	1	1	1	1	1	1	1
446728 [C-C Comm]	0.109587561649753	1	1	1	1	1	1	1	1	1	1
202733 [Hemost]	0.236411054355783	1	1	1	1	1	1	1	1	1	1
1500931 [C-C Comm]	0.286942852228591	1	1	1	1	1	1	1	1	1	1
421270 [C-C Comm]	0.173451306194775	1	1	1	1	1	1	1	1	1	1
446353 [C-C Comm]	0.278018887924448	1	1	1	1	1	1	1	1	1	1
2559583 [Cell Resp]	0.00786396854412582	1	1	1	1	1	1	1	1	1	1
189200 [Transp Sm Mol]	0.0891316434734261	1	1	1	1	1	1	1	1	1	1
3371556 [Cell Resp]	0.119191523233907	1	1	1	1	1	1	1	1	1	1
1234174 [Cell Resp]	1.1999952000192e-05	0.0499722376457524	0.102952029520295	0.15994623655914	0.216037110669317	0.297777777777778	0.398028809704321	0.452054794520548	0.497164461247637	0.540178571428571	0.266666666666667
8953897 [Cell Resp]	0.000231999072003712	0.418478260869565	0.533546325878594	0.504201680672269	0.631578947368421	0.666666666666667	0.5	0.5	0.333333333333333	1	1
2262752 [Cell Resp]	0.000271998912004352	0.516129032258065	0.571428571428571	1	1	1	1	1	1	1	1
380287 [Cell Cycl]	0.0120079519681921	1	1	1	1	1	1	1	1	1	1
193681 [Sig Transd]	0.0538917844328623	0.756756756756757	0.9	0.6	1	0.666666666666667	1	1	1	1	1
