feature	a0	a0.1	a0.2	a0.3	a0.4	a0.5	a0.6	a0.7	a0.8	a0.9	a1
5635838 [Sig Transd]	7.53897372814285e-06	0	0	0	0	0	0	0	0	0	0
187015 [Sig Transd]	8.63656451211635e-06	0	0	0	0	0	0	0	0	0	0
5617472 [Dev Biol]	7.04142721516424e-06	0	0	0	0	0	0	0	0	0	0
111459 [Prog Cell Death]	6.98100875613896e-06	0.000481757091241045	0	0	0	0	0	0	0	0	0
2426168 [Metab]	6.98464197642809e-06	0	0	0	0	0	0	0	0	0	0
451326 [Neur Sys]	5.17591426775758e-06	0	0	0	0	0	0	0	0	0	0
450341 [Imm Sys]	6.35570445809807e-06	0.00273640248282111	0	0	0	0	0	0	0	0	0
8866907 [Gene Expr]	8.75871262753534e-06	4.33680868994202e-19	0	0	0	0	0	0	0	0	0
72662 [Metab Prot]	6.78901344144631e-06	0	0.00399534316196047	0	0	0	0	0	0	0	0
2485179 [Sig Transd]	6.86153594868423e-06	0	0	0	0	0	0	0	0	0	0
68962 [Cell Cycl]	5.93043456716597e-06	0	0	0	0	0	0	0	0	0	0
75108 [Prog Cell Death]	8.75744686570603e-06	0	0	0	0	0	0	0	0	0	0
114294 [Prog Cell Death]	9.45058668238982e-06	0	0	0	0	0	0	0	0	0	0
1482798 [Metab]	1.07708589095027e-05	0	0	0	0	0	0	0	0	0	0
1482883 [Metab]	7.18496642192412e-06	0	0	0	0	0	0	0	0	0	0
1482788 [Metab]	6.60553147440592e-06	0	0	0	0	0	0	0	0	0	0
1482839 [Metab]	6.65197570514985e-06	0	0	0	0	0	0	0	0	0	0
1482925 [Metab]	6.77854430512315e-06	0	0	0	0	0	0	0	0	0	0
1482922 [Metab]	6.79025535885347e-06	0	0	0	0	0	0	0	0	0	0
1482801 [Metab]	6.63028378188736e-06	0	0	0	0	0	0	0	0	0	0
1280218 [Imm Sys]	5.60364796662446e-06	0	0	0	0	0	0	0	0	0	0
417973 [Sig Transd]	7.59442035571779e-06	0.00400270285313576	0.00811678323097667	0.0111396862929238	0.0129723507093927	0.0180831602949151	0.0104479415507589	0.0326279380492306	0.00378156697901217	0.0325779285641853	0.0274021461469918
170660 [Sig Transd]	9.60833250342641e-06	0	0	0	0	0	0	0	0	0	0
170670 [Neur Sys Sig Tr]	9.02404929377357e-06	0	0	0	0	0	0	0	0	0	0
418990 [C-C Comm]	7.35567150993015e-06	0	0	0	0	0	0	0	0	0	0
392023 [Hemost]	7.90535475584614e-06	0	0	0	0	0	0	0	0	0	0
400042 [Metab]	5.69317664495976e-06	0.00209875254364174	0.00213335273877312	0.00332487245645412	0	0	0	0	0	0	0
390696 [Sig Transd]	7.36421900339997e-06	0	0	0	0	0	0	0	0	0	0
879415 [Imm Sys]	8.78906052883389e-06	0.00270243296576723	0.00464202009476495	0.00740032560805093	0.0054733441229396	0.00587086846101089	0.00539289559346853	0.00484797249662606	0.00889437662315589	0.0129545796595005	0.0265423391097131
5423646 [Metab]	6.44400285461942e-06	0.00010002070204347	0	0	0	0	0	0	0	0	0
351143 [Metab]	7.88915583098794e-06	0	0	0	0	0	0	0	0	0	0
1462054 [Imm Sys]	7.8166294479509e-06	0	0	0	0	0	0	0	0	0	0
389599 [Metab]	7.02574524646666e-06	0	0	0	0	0	0	0	0	0	0
173736 [Imm Sys]	1.50981359221046e-05	0.00411808007961555	0.0052043349089626	0.00776936578766367	4.33680868994202e-19	0.00998717283445659	0.014003796090345	0	0	0	1.38777878078145e-17
140179 [Metab]	9.34630175244441e-06	0	0	0	0	0	0	0	0	0	0
375280 [Sig Transd]	7.52254613673573e-06	0	0	0	0	0	0	0	0	0	0
209776 [Metab]	6.93048835433761e-06	0	0	0	0	0	0	0	0	0	0
156587 [Metab]	8.42822599932659e-06	0	0	0	0	0	0	0	0	0	0
70614 [Metab]	5.52231503091189e-06	0.00385367346966848	0.00238707170415412	0.00273903866858917	0	0	0	0	0	0	0
352230 [Transp Sm Mol]	6.95050088695323e-06	0	0	0	0	0	0	0	0	0	0
141444 [Cell Cycl]	6.69233254325602e-06	0	0	0	0	0	0	0	0	0	0
141424 [Cell Cycl]	6.69203184590804e-06	0	0	0	0	0	0	0	0	0	0
977225 [Metab Prot]	7.4699578187976e-06	0	0	0	0	0	0	0	0	0	0
2214320 [ECM Org]	9.22777441257157e-06	0	0	0	0	0	0	0	0	0	0
5620912 [Org Biog]	5.92799553130412e-06	0.00163647422051192	0	0	0	0	0	0	0	0	0
193048 [Metab]	6.22173978260182e-06	0	0	0	0	0	0	0	0	0	0
2473224 [Sig Transd]	1.05806877016242e-05	0	0	0	0	0	0	0	0	0	0
983170 [Imm Sys]	7.75827375201602e-06	0	0	0	0	0	0	0	0	0	0
983695 [Imm Sys]	6.42813038120466e-06	0	0	0	0	0	0	0	0	0	0
1236975 [Imm Sys]	5.91479794374399e-06	0	0	0	0	0	0	0	0	0	0
983168 [Imm Sys]	5.23261799993921e-06	0.00289988490373875	0.00405694668501595	0.00477526262617062	0.00591649385939168	0.00988414687595696	0.0194274581230207	0	0.015894326300042	0	0.0180233838055442
6803157 [Imm Sys]	8.06760367920201e-06	0	0	0	0	0	0	0	0	0	0
1169410 [Imm Sys]	7.3824385947134e-06	0	0	0	0	0	0	0	0	0	0
109581 [Prog Cell Death]	5.30874283819097e-06	0	0	0	0	0	0	0	0	0	0
140342 [Prog Cell Death]	7.0053165106617e-06	0.00435246089023394	0.0061191109626399	0.0105157584029453	0.00272653776857704	0.010616894168177	0.0235108708614493	0.0130039649682359	0.00638480236351486	0.00903416396313754	0.00615362416971009
351906 [Prog Cell Death]	7.89707613880977e-06	0	0	0	0	0	0	0	0	0	0
111465 [Prog Cell Death]	7.27717226841115e-06	0	0	0	0	0	0	0	0	0	0
75153 [Prog Cell Death]	6.70425344219422e-06	0	0	0	0	0	0	0	0	0	0
111471 [Prog Cell Death]	7.62006657122026e-06	0.00168217652726618	0.00299396305654314	0	0	0	0	0	0	0	0
445717 [Transp Sm Mol]	4.86454298176074e-06	0	0	0	0	0	0	0	0	0	0
426048 [Sig Transd]	7.53144431826589e-06	0	0	0	0	0	0	0	0	0	0
2142753 [Metab]	8.51786823557932e-06	0	0	0	0	0	0	0	0	0	0
211957 [Metab]	7.21072891447333e-06	0.00493801486852455	0.00599680484272137	0.00768354151476551	0.00531181563731703	0.00529912415295647	0.00629523656962832	0	0	0	0
8937144 [Metab]	9.03866083152708e-06	0.00311705048581912	0	0	0	0	0	0	0	0	0
446203 [Metab Prot]	5.52436605312412e-06	0	0	0	0	0	0	0	0	0	0
175474 [Disease]	5.72422758430955e-06	0	0	0	0	0	0	0	0	0	0
9609736 [Neur Sys]	8.22367270977368e-06	0	0	0	0	0	0	0	0	0	0
168316 [Disease]	7.07993427200205e-06	0.00274910419513482	0.00590990623580088	0.00568039939604491	0.00715406481319208	0.00234224963844014	8.67361737988404e-19	0	3.46944695195361e-18	0	0
8963889 [Transp Sm Mol]	9.84128099810157e-06	0	0	0	0	0	0	0	0	0	0
2022090 [ECM Org]	5.15905575749279e-06	0	0	0	0	0	0	0	0	0	0
68616 [DNA Repl]	5.8375208915514e-06	0	0	0	0	0	0	0	0	0	0
68867 [DNA Repl]	5.77630385852475e-06	0.00136274558132971	0	0	0	0	0	0	0	0	0
390471 [Metab Prot]	7.01370983586582e-06	0	0	0	0	0	0	0	0	0	0
210455 [Neur Sys]	7.53961827691584e-06	0.00150392252184456	0	0	0	0	0	0	0	0	0
4608870 [Sig Transd]	6.24671823218429e-06	0	0	0	0	0	0	0	0	0	0
162791 [Metab Prot]	7.06060567347822e-06	0	0	0	0	0	0	0	0	0	0
3371568 [Cell Resp]	9.56391236281099e-06	0.00405466552920396	0.00143965275621041	0.00198042206968864	0	6.93889390390723e-18	0	0	0	0	0
174084 [Cell Cycl]	5.70798662711188e-06	0	0	0	0	0	0	0	0	0	0
349425 [Cell Cycl]	5.65521067743795e-06	0	0	0	0	0	0	0	0	0	0
177539 [Disease]	6.83969592095075e-06	0.00352064656454145	0.00585564545949184	0.00746512928844139	0.00879453836423262	0.0107900283125701	0.0123113990421363	0.0151605012955806	0.0122159585370538	0.0131340735428064	0.0246762443474896
422475 [Dev Biol]	5.0302806054422e-06	0	0	0	0	0	0	0	0	0	0
193634 [Sig Transd]	7.67482924566726e-06	0.00376378539231473	0.000775354744756516	0	0.00884881718160193	0	0	0	0	0	0
209563 [Sig Transd]	7.26669655322264e-06	0.00258717394627903	0.00136188322836055	0.000995786316662744	0	0	0	0	0	0	0
5250924 [Gene Expr]	6.89794052819753e-06	0	0	0	0	0	0	0	0	0	0
5620922 [Org Biog]	5.99523132435412e-06	0	0	0	0	0	0	0	0	0	0
9024909 [Sig Transd]	8.79344416965516e-06	0	0	0	0	0	0	0	0	0	0
111453 [Prog Cell Death]	8.05813921231566e-06	0	0	0	0	0	0	0	0	0	0
1368108 [Circ Cl]	7.16479267995398e-06	0	0	0	0	0	0	0	0	0	0
73884 [DNA Repair]	7.0009994545541e-06	0	0	0	0	0	0	0	0	0	0
73929 [DNA Repair]	7.26998158977165e-06	0	0	0	0	0	0	0	0	0	0
210991 [Hemost]	5.70078601139715e-06	0	0	0	0	0	0	0	0	0	0
1461957 [Imm Sys]	8.24204095492689e-06	0	0	0	0	0	0	0	0	0	0
77352 [Metab]	7.91496946014715e-06	0	0	0	0	0	0	0	0	0	0
77346 [Metab]	5.57744843484e-06	0	0	0	0	0	0	0	0	0	0
77350 [Metab]	6.42428537700754e-06	0	0	0	0	0	0	0	0	0	0
77310 [Metab]	7.7740718506546e-06	0	0	0	0	0	0	0	0	0	0
77285 [Metab]	8.19731726690572e-06	0	0	0	0	0	0	0	0	0	0
77348 [Metab]	5.56144662686415e-06	0	0	0	0	0	0	0	0	0	0
77305 [Metab]	6.90153298365893e-06	0	0	0	0	0	0	0	0	0	0
3858494 [Sig Transd]	4.61167562399031e-06	0	0	0	0	0	0	0	0	0	0
196299 [Sig Transd]	6.55890136701629e-06	0	0	0	0	0	0	0	0	0	0
389887 [Metab]	6.73487541635464e-06	0	0	0	0	0	0	0	0	0	0
390247 [Metab]	5.71827594413632e-06	0	0	0	0	0	0	0	0	0	0
425381 [Transp Sm Mol]	6.74911630947782e-06	0	0	0	0	0	0	0	0	0	0
194068 [Metab]	7.98391709223421e-06	0	0	0	0	0	0	0	0	0	0
2173782 [Ves-med Transp]	6.36846959243259e-06	0	0	0	0	0	0	0	0	0	0
173107 [Disease]	5.21483945522559e-06	0	0	0	0	0	0	0	0	0	0
4411364 [Sig Transd]	9.64808695884524e-06	0	0	0	0	0	0	0	0	0	0
141333 [Metab]	9.94445083201612e-06	0	0	0	0	0	0	0	0	0	0
211859 [Metab]	8.14293188238947e-06	0	0	0	0	0	0	0	0	0	0
2466712 [Sig Transd]	7.85899876558122e-06	0	0	0	0	0	0	0	0	0	0
9018676 [Metab]	9.63729609578741e-06	0	0	0	0	0	0	0	0	0	0
9018677 [Metab]	7.37278613224805e-06	0.000585602622092854	0	0	0	0	0	0	0	0	0
9026395 [Metab]	8.24022131485045e-06	0.00217718906995271	0.00436896816649035	0.00598996016517762	0.00743757178231079	0.0082234140046108	0.00994760574092673	0.0114666954015969	0.0132519034026482	0.020182083218696	0.158209714412811
9018683 [Metab]	6.37018618357673e-06	0	0	0	0	0	0	0	0	0	0
9025094 [Metab]	6.36976936216722e-06	0	0	0	0	0	0	0	0	0	0
9026403 [Metab]	6.68388559491423e-06	0	0	0	0	0	0	0	0	0	0
9026290 [Metab]	6.60816675740332e-06	0	0	0	0	0	0	0	0	0	0
9026286 [Metab]	6.45013708256602e-06	0	0	0	0	0	0	0	0	0	0
9025106 [Metab]	8.31597908666601e-06	0	0	0	0	0	0	0	0	0	0
9023661 [Metab]	6.51795175800968e-06	0	0	0	0	0	0	0	0	0	0
9018896 [Metab]	9.53999557509243e-06	0	0	0	0	0	0	0	0	0	0
9018679 [Metab]	9.88753934153222e-06	0	0	0	0	0	0	0	0	0	0
9020265 [Metab]	6.78605225282944e-06	0	0	0	0	0	0	0	0	0	0
9027604 [Metab]	6.41476088119631e-06	0	0	0	0	0	0	0	0	0	0
9026762 [Metab]	8.23961803415492e-06	0.00217663839260264	0.00436626349970345	0.00598218746620216	0.00742870985243761	0.0082215584376687	0.00994306269523688	0.0114185761601424	0.0131881588497585	0.0192563617463222	0.00719960109017058
9027307 [Metab]	7.16212457123446e-06	0.00207951875676644	0.00419840282300923	0	0	0	0	0	0	0	0
9018682 [Metab]	7.1943920472375e-06	0.0017349563294805	0.00499813368014072	0	0	0	0	0	0	0	0
9026766 [Metab]	8.10863901260726e-06	0.00203880010333723	0.00407692499413336	0.00556691371002389	0.00673952862246298	0.00764011070907645	0.00872886094564211	0.0098629630944793	0.0112142410375303	0.0162798508992162	0.0363821007153553
9018681 [Metab]	7.50377686257137e-06	0.00197227407429571	0	0	0	0	0	0	0	0	0
9018678 [Metab]	7.41315644075172e-06	0	0	0	0	0	0	0	0	0	0
446193 [Metab Prot]	4.75784031047836e-06	0	0	0	0	0	0	0	0	0	0
196780 [Metab]	5.86068367524448e-06	0	0	0	0	0	0	0	0	0	0
9033658 [Metab]	6.12499495661911e-06	0	0	0	0	0	0	0	0	0	0
70895 [Metab]	5.07105164069389e-06	0	0	0	0	0	0	0	0	0	0
352238 [Prog Cell Death]	7.14900527181263e-06	0.00281250269534149	0.00070073197189967	0	0	0	0	0	0	0	0
162588 [Disease]	5.53196603314354e-06	0	0	0	0	0	0	0	0	0	0
450385 [Metab RNA]	6.6322657471053e-06	0	0	0	0	0	0	0	0	0	0
8851680 [Imm Sys]	8.23728875178954e-06	0	0	0	0	0	0	0	0	0	0
5621481 [Imm Sys]	5.44523647212909e-06	0	0	0	0	0	0	0	0	0	0
75102 [Metab RNA]	6.89433660546409e-06	0.00277485681535005	0.00452256314353586	0.00709993892943347	0.00674335936299695	0.00739044936614352	0.0119180378990834	0.0135546562662049	0.0126329713437618	0.00990712976851612	0.0307885339709497
5218900 [Prog Cell Death]	6.89628135853008e-06	0	0	0	0	0	0	0	0	0	0
5621575 [Imm Sys]	7.44755769691028e-06	0	0	0	0	0	0	0	0	0	0
5690714 [Imm Sys]	6.50099093184902e-06	0	0	0	0	0	0	0	0	0	0
389356 [Imm Sys]	5.14596984263779e-06	0	0	0	0	0	0	0	0	0	0
389357 [Imm Sys]	4.92200504496311e-06	0	0	0	0	0	0	0	0	0	0
389359 [Imm Sys]	5.9005535852211e-06	0	0	0	0	0	0	0	0	0	0
68689 [DNA Repl]	5.80437316831883e-06	0.000931866668123667	0	0	0	0	0	0	0	0	0
69017 [Cell Cycl]	6.08523908250457e-06	0	0	0	0	0	0	0	0	0	0
68827 [DNA Repl]	5.54813389982635e-06	0.00151414337674524	0	0	0	0	0	0	0	0	0
447041 [Dev Biol]	1.10332568805864e-05	0	0	0	0	0	0	0	0	0	0
5607763 [Imm Sys]	4.8218719335259e-06	0	0	0	0	0	0	0	0	0	0
5607764 [Imm Sys]	4.97600492467538e-06	0	0	0	0	0	0	0	0	0	0
5660668 [Imm Sys]	8.37588174837501e-06	0	0	0	0	0	0	0	0	0	0
6811434 [Ves-med Transp]	6.16605116831032e-06	0	0	0	0	0	0	0	0	0	0
6811436 [Ves-med Transp]	6.73780588998926e-06	0	0.0104789950922926	0	0	0	0	0	0	0	0
6807878 [Metab Prot]	5.00839283608741e-06	0	0	0	0	0	0	0	0	0	0
204005 [Metab Prot]	7.93250800112408e-06	0	0	0	0	0	0	0	0	0	0
140180 [Metab]	9.31382323195391e-06	0	0	0	0	0	0	0	0	0	0
199920 [Imm Sys]	7.70303206610878e-06	0	0	0	0	0	0	0	0	0	0
442742 [Neur Sys]	7.74171149984554e-06	0	0	0	0	0	0	0	0	0	0
442720 [Neur Sys]	9.39623250797966e-06	0	0	0	0	0	0	0	0	0	0
442729 [Neur Sys]	6.71056570792468e-06	0	0	0	0	0	0	0	0	0	0
8874211 [Metab Prot]	1.01254711754861e-05	0	0	0	0	0	0	0	0	0	0
399956 [Dev Biol]	6.4500944173688e-06	0	0	0	0	0	0	0	0	0	0
2024101 [Metab]	5.83876466452798e-06	0	0	0	0	0	0	0	0	0	0
389513 [Imm Sys]	5.27590777375057e-06	0	0	0	0	0	0	0	0	0	0
211999 [Metab]	6.3023277445051e-06	0.00151560662106832	0	0	0	0	0	0	0	0	0
111996 [Sig Transd]	5.04211849876952e-06	0	0	0	0	0	0	0	0	0	0
1296052 [Neur Sys]	5.3928252451088e-06	0	0	0	0	0	0	0	0	0	0
4086398 [Sig Transd]	4.77073276293186e-06	0	0	0	0	0	0	0	0	0	0
111997 [Sig Transd]	5.09933648266431e-06	0	0	0	0	0	0	0	0	0	0
111932 [Sig Transd]	6.95417649434e-06	0	0	0	0	0	0	0	0	0	0
2025928 [Imm Sys]	5.4702818196785e-06	0.00245231178864045	0.00264624043224438	0.00317681653898236	0.00324893212102912	0.0017077727354781	0.00707751869220594	0.00257744262030221	0	0	0
419812 [Sig Transd]	8.94401794168137e-06	0	0	0	0	0	0	0	0	0	0
111933 [Sig Transd]	5.09884840986189e-06	0	0	0	0	0	0	0	0	0	0
901042 [Metab Prot]	6.43185403494239e-06	0	0	0	0	0	0	0	0	0	0
111957 [Sig Transd]	7.60440012837363e-06	0	0	0	0	0	0	0	0	0	0
72737 [Metab Prot]	8.36266449691923e-06	0	0	0	0	0	0	0	0	0	0
