feature	a0	a0.1	a0.2	a0.3	a0.4	a0.5	a0.6	a0.7	a0.8	a0.9	a1
4839735 [Disease]	0	0	0	0	0	0	0	0	0	0	0
2161541 [Metab]	0	0.127317594109258	0.121174763557943	0.108445933628332	0.104423868652451	0.101486647099702	0.0915006686990449	0.0839505073700433	0.0836540375474968	0.0793204370369436	0.078561644152423
2161517 [Metab]	0	0	0	0	0	0	0	0	0	0	0
2161522 [Metab]	0	0.102297726391278	0.059762291886536	0.0396778821805592	0.0258671434276982	0.0141137946420939	0.00632455532033676	0	0	0	0
73930 [DNA Repair]	0	0.00893979417659713	0	0	0	0.00632455532033676	0	0	0	0	0
2978092 [Disease]	0	0	0	0	0	0	0	0	0	0	0
167242 [Disease]	0	0	0	0	0	0	0	0	0	0	0
156582 [Metab]	0	0.0266035288589267	0.0166828750015793	0.0154531161517281	0	0.00632455532033676	0	0	0	0.00632455532033676	0.00632455532033676
264642 [Neur Sys]	0	0.0763991939541042	0.108907395620411	0.126751038756398	0.143036566861273	0.13969092151444	0.149807484066325	0.149978310076802	0.151721651254722	0.156840552660844	0.164451464828637
181431 [Neur Sys]	0	0.0178257610709265	0	0	0	0	0	0	0	0	0
399997 [Metab]	0	0.0811291682561947	0.052053333702555	0.0423489484336203	0.0280140105087577	0.0286911690801052	0.0217879488413828	0.0166828750015793	0.0141137946420939	0.0126301037018514	0.0226661367187651
1300645 [Reprod]	0	0.0188975426211219	0.0141137946420939	0.0126301037018514	0.0109434802398396	0	0.00632455532033676	0	0	0	0
2122948 [Sig Transd]	0	0.0783728416117618	0.0699580884110918	0.067073533221822	0.0486169065614381	0.0631048510197292	0.059762291886536	0.0517234503423284	0.0486169065614381	0.0448291160926651	0.0571007924682355
9032845 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
9028731 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
9032500 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
9028335 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
9026527 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
9026519 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
9603381 [Sig Transd]	0	0.128955766019165	0.115573860873977	0.102054765568175	0.0763858284945237	0.0708566204434043	0.0572649917425933	0.0392114465116698	0.0280140105087577	0.0217879488413828	0.0178257610709265
9034793 [Sig Transd]	0	0.128478584778736	0.110164132711768	0.0918988868561824	0.0674476774187903	0.0594926834104781	0.0463917254711677	0.0243226559321056	0.00893979417659713	0	0
9034864 [Sig Transd]	0	0.12930227793461	0.119909876066896	0.109949301265851	0.092424576289547	0.0869896959829566	0.0773720002741717	0.0679489297712411	0.0552040531798842	0.0478900141308546	0.0456188675997233
5625886 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
2033519 [Disease]	0	0	0	0	0	0	0	0	0	0	0
111452 [Prog Cell Death]	0	0	0	0	0	0	0	0	0	0	0
165158 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
399710 [Neur Sys]	0	0.0807363509105927	0.052704627669473	0.0401379004315255	0.0226661367187651	0.0208709270420745	0.0141137946420939	0.00632455532033676	0.00632455532033676	0	0
9619483 [Neur Sys]	0	0.0293513458209586	0.0208709270420745	0.0126301037018514	0.00893979417659713	0.00893979417659713	0	0	0	0	0
176814 [Cell Cycl]	0	0	0	0	0	0	0	0	0	0	0
176187 [Cell Cycl]	0	0	0	0	0	0	0	0	0	0	0
111447 [Prog Cell Death]	0	0	0	0	0	0	0	0	0	0	0
114452 [Prog Cell Death]	0	0	0	0	0	0	0	0	0	0	0
111446 [Prog Cell Death]	0	0	0	0	0	0	0	0	0	0	0
139910 [Prog Cell Death]	0	0	0	0	0	0	0	0	0	0	0
174577 [Imm Sys]	0	0	0	0	0	0	0	0	0	0	0
451308 [Neur Sys]	0	0	0	0	0	0	0	0	0	0	0
1296041 [Neur Sys]	0	0	0	0	0	0	0	0	0	0	0
991365 [Neur Sys]	0	0	0	0	0	0	0	0	0	0	0
5619507 [Dev Biol]	0	0.00632455532033676	0	0	0	0	0	0	0	0	0
936964 [Imm Sys]	0	0	0	0	0	0	0	0	0	0	0
1592389 [ECM Org]	0	0	0	0	0	0	0	0	0	0	0
1169091 [Imm Sys]	0	0.0178257610709265	0.00893979417659713	0.00893979417659713	0.00632455532033676	0	0	0	0	0	0
2980767 [Cell Cycl]	0	0	0	0	0	0	0	0	0	0	0
442755 [Neur Sys]	0	0	0	0	0	0	0	0	0	0	0
111448 [Prog Cell Death]	0	0	0	0	0	0	0	0	0	0	0
451307 [Neur Sys]	0	0	0	0	0	0	0	0	0	0	0
2151209 [Org Biog]	0	0.0423489484336203	0.0258671434276982	0.0178257610709265	0.0166828750015793	0.0208709270420745	0.0141137946420939	0.0141137946420939	0	0.00893979417659713	0.0126301037018514
139915 [Prog Cell Death]	0	0	0	0	0	0	0	0	0	0	0
428540 [Dev Biol]	0	0.00632455532033676	0.00632455532033676	0	0	0	0	0	0	0	0
9619229 [Neur Sys]	0	0	0	0	0	0	0	0	0	0	0
1169092 [Imm Sys]	0	0	0	0	0	0	0	0	0	0	0
5635838 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
187015 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
5617472 [Dev Biol]	0	0.00632455532033676	0	0	0	0	0	0	0	0	0
111459 [Prog Cell Death]	0	0.0109434802398396	0.00632455532033676	0	0	0	0	0	0	0	0
2426168 [Metab]	0	0	0	0	0	0	0	0	0	0	0
451326 [Neur Sys]	0	0	0	0	0	0	0	0	0	0	0
450341 [Imm Sys]	0	0.00893979417659713	0	0	0	0	0	0	0	0	0
8866907 [Gene Expr]	0	0.00632455532033676	0.00632455532033676	0	0	0	0	0	0	0	0
72662 [Metab Prot]	0	0	0.00893979417659713	0	0	0	0	0	0	0	0
2485179 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
68962 [Cell Cycl]	0	0.00632455532033676	0	0	0	0	0	0	0	0	0
75108 [Prog Cell Death]	0	0	0	0	0	0	0	0	0	0	0
114294 [Prog Cell Death]	0	0	0	0	0	0	0	0	0	0	0
1482798 [Metab]	0	0	0	0	0	0	0	0	0	0	0
1482883 [Metab]	0	0	0	0	0	0	0	0	0	0	0
1482788 [Metab]	0	0	0	0	0	0	0	0	0	0	0
1482839 [Metab]	0	0	0	0	0	0	0	0	0	0	0
1482925 [Metab]	0	0	0	0	0	0	0	0	0	0	0
1482922 [Metab]	0	0	0	0	0	0	0	0	0	0	0
1482801 [Metab]	0	0	0	0	0	0	0	0	0	0	0
1280218 [Imm Sys]	0	0	0	0	0	0	0	0	0	0	0
417973 [Sig Transd]	0	0.0542857895488953	0.0346808702711273	0.0352176132110096	0.0251075763543674	0.0251075763543674	0.0226661367187651	0.0217879488413828	0.00893979417659713	0.0154531161517281	0.0154531161517281
170660 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
170670 [Neur Sys Sig Tr]	0	0	0	0	0	0	0	0	0	0	0
418990 [C-C Comm]	0	0	0	0	0	0	0	0	0	0	0
392023 [Hemost]	0	0	0	0	0	0	0	0	0	0	0
400042 [Metab]	0	0.00893979417659713	0.00893979417659713	0.00893979417659713	0	0	0	0	0	0	0
390696 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
879415 [Imm Sys]	0	0.0837900995391507	0.0536611546606996	0.0410395448834931	0.0258671434276982	0.0258671434276982	0.0178257610709265	0.0141137946420939	0.0154531161517281	0.0126301037018514	0.0109434802398396
5423646 [Metab]	0	0.00893979417659713	0	0	0	0	0	0	0	0	0
351143 [Metab]	0	0	0	0	0	0	0	0	0	0	0
1462054 [Imm Sys]	0	0	0	0	0	0	0	0	0	0	0
389599 [Metab]	0	0	0	0	0	0	0	0	0	0	0
173736 [Imm Sys]	0	0.0154531161517281	0.0126301037018514	0.0166828750015793	0.00632455532033676	0.0141137946420939	0.00893979417659713	0	0	0	0.00632455532033676
140179 [Metab]	0	0	0	0	0	0	0	0	0	0	0
375280 [Sig Transd]	0	0.00632455532033676	0	0	0	0	0	0	0	0	0
209776 [Metab]	0	0	0	0	0	0	0	0	0	0	0
156587 [Metab]	0	0.00632455532033676	0	0	0	0	0	0	0	0	0
70614 [Metab]	0	0.0352176132110096	0.0126301037018514	0.0109434802398396	0	0	0	0	0	0	0
352230 [Transp Sm Mol]	0	0	0	0	0	0	0	0	0	0	0
141444 [Cell Cycl]	0	0	0	0	0	0	0	0	0	0	0
141424 [Cell Cycl]	0	0	0	0	0	0	0	0	0	0	0
977225 [Metab Prot]	0	0	0	0	0	0	0	0	0	0	0
2214320 [ECM Org]	0	0	0	0	0	0.00632455532033676	0	0	0	0	0
5620912 [Org Biog]	0	0.0243226559321056	0.00632455532033676	0	0	0	0	0	0	0	0
193048 [Metab]	0	0	0	0	0	0	0	0	0	0	0
2473224 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
983170 [Imm Sys]	0	0	0	0	0	0	0	0	0	0	0
983695 [Imm Sys]	0	0	0	0	0	0	0	0	0	0	0
1236975 [Imm Sys]	0	0	0	0	0	0	0	0	0	0	0
983168 [Imm Sys]	0	0.0613413625766722	0.0318429579966117	0.0312406142061256	0.0141137946420939	0.0208709270420745	0.0141137946420939	0.00632455532033676	0.0109434802398396	0	0.0154531161517281
6803157 [Imm Sys]	0	0	0	0	0	0	0	0	0	0	0
1169410 [Imm Sys]	0	0	0	0	0	0	0	0	0	0	0
109581 [Prog Cell Death]	0	0	0	0	0	0	0	0	0	0	0
140342 [Prog Cell Death]	0	0.0507161920113501	0.0362639638632496	0.03062511874096	0.0141137946420939	0.0235098428900049	0.0188975426211219	0.0141137946420939	0.0109434802398396	0.0109434802398396	0.00893979417659713
351906 [Prog Cell Death]	0	0	0	0	0	0	0	0	0	0	0
111465 [Prog Cell Death]	0	0	0	0	0	0	0	0	0	0	0
75153 [Prog Cell Death]	0	0	0	0	0	0	0	0	0	0	0
111471 [Prog Cell Death]	0	0.0217879488413828	0.0109434802398396	0	0	0	0	0	0	0	0
445717 [Transp Sm Mol]	0	0	0	0	0	0	0	0	0	0	0
426048 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
2142753 [Metab]	0	0	0	0	0	0	0	0	0	0	0
211957 [Metab]	0	0.0341345157452858	0.0208709270420745	0.0166828750015793	0.0109434802398396	0.00893979417659713	0.0109434802398396	0	0.00632455532033676	0	0
8937144 [Metab]	0	0.00893979417659713	0	0.00632455532033676	0.00632455532033676	0.00632455532033676	0	0	0	0	0
446203 [Metab Prot]	0	0	0	0	0	0	0	0	0	0	0
175474 [Disease]	0	0	0	0	0	0	0	0	0	0	0
9609736 [Neur Sys]	0	0	0	0	0	0	0	0	0	0	0
168316 [Disease]	0	0.0677320280785068	0.0387383616155957	0.0178257610709265	0.0109434802398396	0.00893979417659713	0.00632455532033676	0	0.00632455532033676	0	0
8963889 [Transp Sm Mol]	0	0	0	0	0	0	0	0	0	0	0
2022090 [ECM Org]	0	0	0	0	0	0	0	0	0	0	0
68616 [DNA Repl]	0	0	0	0	0	0	0	0	0	0	0
68867 [DNA Repl]	0	0.0154531161517281	0	0	0	0	0	0	0	0	0
390471 [Metab Prot]	0	0	0	0	0	0	0	0	0	0	0
210455 [Neur Sys]	0	0.0188975426211219	0	0	0	0	0	0	0	0	0
4608870 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
162791 [Metab Prot]	0	0	0	0	0	0	0	0	0	0	0
3371568 [Cell Resp]	0	0.0199097060851334	0.0126301037018514	0.00893979417659713	0.00632455532033676	0.00632455532033676	0	0	0	0	0
174084 [Cell Cycl]	0	0	0	0	0	0	0	0	0	0	0
349425 [Cell Cycl]	0	0	0	0	0	0	0	0	0	0	0
177539 [Disease]	0	0.133539630195807	0.106868989800508	0.0901541333925837	0.0622449550922357	0.063836314704681	0.0478900141308546	0.0377712412645741	0.0335780804616269	0.0299956620153605	0.0293513458209586
422475 [Dev Biol]	0	0	0	0	0	0	0	0	0	0	0
193634 [Sig Transd]	0	0.0154531161517281	0.0109434802398396	0.00632455532033676	0.00893979417659713	0.00632455532033676	0	0	0	0.00632455532033676	0
209563 [Sig Transd]	0	0.0208709270420745	0.00893979417659713	0.00893979417659713	0.00632455532033676	0.00632455532033676	0	0	0	0	0
5250924 [Gene Expr]	0	0	0	0	0	0	0	0	0	0	0
5620922 [Org Biog]	0	0	0	0	0	0	0	0	0	0	0
9024909 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
111453 [Prog Cell Death]	0	0	0	0	0	0	0	0	0	0	0
1368108 [Circ Cl]	0	0	0	0	0	0	0	0	0	0	0
73884 [DNA Repair]	0	0.00632455532033676	0	0	0	0	0	0	0	0	0
73929 [DNA Repair]	0	0.00632455532033676	0	0	0	0	0	0	0	0	0
210991 [Hemost]	0	0	0	0	0	0	0	0	0	0	0
1461957 [Imm Sys]	0	0	0	0	0	0	0	0	0	0	0
77352 [Metab]	0	0	0	0	0	0	0	0	0	0	0
77346 [Metab]	0	0	0	0	0	0	0	0	0	0	0
77350 [Metab]	0	0	0	0	0	0	0	0	0	0	0
77310 [Metab]	0	0	0	0	0	0	0	0	0	0	0
77285 [Metab]	0	0	0	0	0	0	0	0	0	0	0
77348 [Metab]	0	0	0	0	0	0	0	0	0	0	0
77305 [Metab]	0	0	0	0	0	0	0	0	0	0	0
3858494 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
196299 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
389887 [Metab]	0	0	0	0	0	0	0	0	0	0	0
390247 [Metab]	0	0	0	0	0	0	0	0	0	0	0
425381 [Transp Sm Mol]	0	0	0	0	0	0	0	0	0	0	0
194068 [Metab]	0	0	0	0	0	0	0	0	0	0	0
2173782 [Ves-med Transp]	0	0	0	0	0	0	0	0	0	0	0
173107 [Disease]	0	0	0	0	0	0	0	0	0	0	0
4411364 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
141333 [Metab]	0	0	0	0	0	0	0	0	0	0	0
211859 [Metab]	0	0	0	0	0	0	0	0	0	0	0
2466712 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
9018676 [Metab]	0	0	0	0	0	0	0	0	0	0	0
9018677 [Metab]	0	0.0109434802398396	0	0	0	0	0	0	0	0	0
9026395 [Metab]	0	0.0768944260187483	0.0938987591876324	0.101322585173624	0.114009816411738	0.111657814180054	0.118513313199005	0.13054072498987	0.138708327075198	0.141588867526396	0.0726073813866871
9018683 [Metab]	0	0	0	0	0	0	0	0	0	0	0
9025094 [Metab]	0	0	0	0	0	0	0	0	0	0	0
9026403 [Metab]	0	0	0	0	0	0	0	0	0	0	0
9026290 [Metab]	0	0	0	0	0	0	0	0	0	0	0
9026286 [Metab]	0	0	0	0	0	0	0	0	0	0	0
9025106 [Metab]	0	0	0	0	0	0	0	0	0	0	0
9023661 [Metab]	0	0	0	0	0	0	0	0	0	0	0
9018896 [Metab]	0	0	0	0	0	0	0	0	0	0	0
9018679 [Metab]	0	0	0	0	0	0	0	0	0	0	0
9020265 [Metab]	0	0	0	0	0	0	0	0	0	0	0
9027604 [Metab]	0	0	0	0	0	0	0	0	0	0	0
9026762 [Metab]	0	0.0768944260187483	0.0938987591876324	0.101267048021629	0.114009816411738	0.111666599435236	0.118513313199005	0.130105678152368	0.138482986455151	0.139919038509194	0.0685920175010538
9027307 [Metab]	0	0.0251075763543674	0.00893979417659713	0	0	0	0	0	0	0	0
9018682 [Metab]	0	0.0243226559321056	0.0109434802398396	0	0	0	0	0	0	0	0
9026766 [Metab]	0	0.0702530817508776	0.0852717495497264	0.0933419129475752	0.103390955550714	0.101661669743788	0.104546305195018	0.116429359681293	0.117994418014933	0.120886780144123	0.132044218637832
9018681 [Metab]	0	0.0109434802398396	0	0	0	0	0	0	0	0	0
9018678 [Metab]	0	0.00632455532033676	0	0	0	0	0	0	0	0	0
446193 [Metab Prot]	0	0	0	0	0	0	0	0	0	0	0
196780 [Metab]	0	0	0	0	0	0	0	0	0	0	0
9033658 [Metab]	0	0	0	0	0	0	0	0	0	0	0
70895 [Metab]	0	0	0	0	0	0	0	0	0	0	0
352238 [Prog Cell Death]	0	0.0188975426211219	0.00893979417659713	0	0	0.00632455532033676	0	0	0	0	0
162588 [Disease]	0	0	0	0	0	0	0	0	0	0	0
450385 [Metab RNA]	0	0	0	0	0	0	0	0	0	0	0
8851680 [Imm Sys]	0	0	0	0	0	0	0	0	0	0	0
5621481 [Imm Sys]	0	0	0	0	0	0	0	0	0	0	0
75102 [Metab RNA]	0	0.0562220679175083	0.0550184244324302	0.0507161920113501	0.0330110546594581	0.0496812663710199	0.053775941199126	0.0372766622640701	0.0414815708564746	0.043610800289629	0.0600300225187664
5218900 [Prog Cell Death]	0	0	0	0	0	0	0	0	0	0	0
5621575 [Imm Sys]	0	0	0	0	0	0	0	0	0	0	0
5690714 [Imm Sys]	0	0	0	0	0	0	0	0	0	0	0
389356 [Imm Sys]	0	0	0	0	0	0	0	0	0	0	0
389357 [Imm Sys]	0	0	0	0	0	0	0	0	0	0	0
389359 [Imm Sys]	0	0	0	0	0	0	0	0	0	0	0
68689 [DNA Repl]	0	0.00893979417659713	0	0	0	0	0	0	0	0	0
69017 [Cell Cycl]	0	0	0	0	0	0	0	0	0	0	0
68827 [DNA Repl]	0	0.0126301037018514	0	0	0	0	0	0	0	0	0
447041 [Dev Biol]	0	0	0	0	0	0	0	0	0	0	0
5607763 [Imm Sys]	0	0	0	0	0	0	0	0	0	0	0
5607764 [Imm Sys]	0	0	0	0	0	0	0	0	0	0	0
5660668 [Imm Sys]	0	0	0	0	0	0	0	0	0	0	0
6811434 [Ves-med Transp]	0	0	0	0	0	0	0	0	0	0	0
6811436 [Ves-med Transp]	0	0.00632455532033676	0.00893979417659713	0.00632455532033676	0	0.00632455532033676	0	0	0	0	0
6807878 [Metab Prot]	0	0	0	0	0	0	0	0	0	0	0
204005 [Metab Prot]	0	0	0	0	0	0	0	0	0	0	0
140180 [Metab]	0	0	0	0	0	0	0	0	0	0	0
199920 [Imm Sys]	0	0	0	0	0	0	0	0	0	0	0
442742 [Neur Sys]	0	0	0	0	0	0	0	0	0	0	0
442720 [Neur Sys]	0	0	0	0	0	0	0	0	0	0	0
442729 [Neur Sys]	0	0	0	0	0	0	0	0	0	0	0
8874211 [Metab Prot]	0	0	0	0	0	0.00632455532033676	0	0.00632455532033676	0	0	0
399956 [Dev Biol]	0	0	0	0	0	0	0	0	0	0	0
2024101 [Metab]	0	0	0	0	0	0	0	0	0	0	0
389513 [Imm Sys]	0	0	0	0	0	0	0	0	0	0	0
211999 [Metab]	0	0.0126301037018514	0	0.00632455532033676	0	0	0	0	0	0	0
111996 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
1296052 [Neur Sys]	0	0	0	0	0	0	0	0	0	0	0
4086398 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
111997 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
111932 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
2025928 [Imm Sys]	0	0.0352176132110096	0.0199097060851334	0.0154531161517281	0.0109434802398396	0.00893979417659713	0.00893979417659713	0.00893979417659713	0	0.00632455532033676	0.00632455532033676
419812 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
111933 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
901042 [Metab Prot]	0	0	0	0	0	0	0	0	0	0	0
111957 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
72737 [Metab Prot]	0	0	0	0	0	0	0	0	0	0	0
8955332 [Metab Prot]	0	0	0	0	0	0	0	0	0	0	0
5576891 [Muscl contr]	0	0	0	0	0	0	0	0	0	0	0
5694530 [Metab Prot]	0	0	0	0	0	0	0	0	0	0	0
8856825 [Ves-med Transp]	0	0	0	0	0	0	0	0	0	0	0
5620920 [Org Biog]	0	0	0	0	0	0	0	0	0	0	0
71262 [Metab]	0	0	0	0	0	0	0	0	0	0	0
140534 [Prog Cell Death]	0	0.00632455532033676	0	0	0.00632455532033676	0	0	0	0	0	0
418889 [Prog Cell Death]	0	0	0	0	0	0	0	0	0	0	0
5357769 [Prog Cell Death]	0	0	0	0	0	0	0	0	0	0	0
264870 [Prog Cell Death]	0	0	0	0	0	0	0	0	0	0	0
209905 [Metab]	0	0	0.00893979417659713	0	0	0.00632455532033676	0.00632455532033676	0	0	0.00632455532033676	0.0109434802398396
426117 [Transp Sm Mol]	0	0	0	0	0	0	0	0	0	0	0
174184 [Cell Cycl]	0	0	0	0	0	0	0	0	0	0	0
1640170 [Cell Cycl]	0	0	0	0	0	0	0	0	0	0	0
69620 [Cell Cycl]	0	0	0	0	0	0	0	0	0	0	0
69278 [Cell Cycl]	0	0	0	0	0	0	0	0	0	0	0
204998 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
446728 [C-C Comm]	0	0	0	0	0	0	0	0	0	0	0
202733 [Hemost]	0	0	0	0	0	0	0	0	0	0	0
1500931 [C-C Comm]	0	0	0	0	0	0	0	0	0	0	0
421270 [C-C Comm]	0	0	0	0	0	0	0	0	0	0	0
446353 [C-C Comm]	0	0	0	0	0	0	0	0	0	0	0
2559583 [Cell Resp]	0	0.00893979417659713	0	0	0	0	0	0	0	0	0
189200 [Transp Sm Mol]	0	0	0	0	0	0	0	0	0	0	0
3371556 [Cell Resp]	0	0	0	0	0	0	0	0	0	0	0
1234174 [Cell Resp]	0	0.0643162232766864	0.104095128588209	0.129040658288353	0.14583863997209	0.144237458534337	0.136874887158802	0.140239177931942	0.122094500560292	0.0940153119384225	0.0549004012194269
8953897 [Cell Resp]	0	0.101729587185385	0.0935713396056485	0.0696391384898579	0.052380375177195	0.0414815708564746	0.0258671434276982	0.0199097060851334	0.0154531161517281	0.00632455532033676	0.0109434802398396
2262752 [Cell Resp]	0	0.0847704313190987	0.0266035288589267	0.00893979417659713	0	0	0	0	0	0	0
380287 [Cell Cycl]	0	0	0	0	0	0	0	0	0	0	0
193681 [Sig Transd]	0	0.0217879488413828	0.00893979417659713	0.00893979417659713	0.00632455532033676	0.00632455532033676	0	0	0	0	0
163765 [Metab]	0	0	0	0	0	0	0	0	0	0	0
390466 [Metab Prot]	0	0	0	0	0	0	0	0	0	0	0
380108 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
75035 [Cell Cycl]	0	0	0	0	0	0	0	0	0	0	0
191273 [Metab]	0	0	0	0	0	0	0	0	0	0	0
6807047 [Metab]	0	0	0	0	0	0	0	0	0	0	0
6807062 [Metab]	0	0	0	0	0	0	0	0	0	0	0
6798163 [Metab]	0	0.0889264185037715	0.0696391384898579	0.0610826578587662	0.0489750809959367	0.0419179808330162	0.0410395448834931	0.03062511874096	0.0286911690801052	0.0293513458209586	0.0243226559321056
2022870 [Metab]	0	0	0	0	0	0	0	0	0	0	0
1793185 [Metab]	0	0	0	0	0	0	0	0	0	0	0
3247509 [Chr Org]	0	0	0	0	0	0	0	0	0	0	0
4839726 [Chr Org]	0	0	0	0	0	0	0	0	0	0	0
73886 [Cell Cycl]	0	0	0	0	0	0	0	0	0	0	0
8963888 [Transp Sm Mol]	0	0	0	0	0	0	0	0	0	0	0
8964026 [Transp Sm Mol]	0	0	0	0	0	0	0	0	0	0	0
8963901 [Transp Sm Mol]	0	0	0	0	0	0	0	0	0	0	0
5617833 [Org Biog]	0	0.0251075763543674	0.0154531161517281	0.00632455532033676	0	0	0	0	0	0	0
400253 [Circ Cl]	0	0	0	0	0	0	0	0	0	0	0
71403 [Metab]	0	0	0	0	0	0	0	0	0	0	0
373076 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
373080 [Sig Transd]	0	0	0	0	0	0	0	0	0	0	0
