feature	a0	a0.1	a0.2	a0.3	a0.4	a0.5	a0.6	a0.7	a0.8	a0.9	a1
139910 [Prog Cell Death]	1	0.0048016	0.004024	0.003488	0.0023688	0.0028496	0.0028128	0.0020064	0.0019808	0.0018168	0.0024176
174577 [Imm Sys]	1	0.0030512	0.0022432	0.001868	0.0012104	0.0013336	0.001224	0.0008704	0.0007152	0.0006344	0.0008008
451308 [Neur Sys]	1	0.0057824	0.0051096	0.0046688	0.0032848	0.0042544	0.0041656	0.0028376	0.0027096	0.0026544	0.0034864
1296041 [Neur Sys]	1	0.003156	0.0023664	0.0020312	0.0013296	0.0014704	0.001248	0.000904	0.0008232	0.0007368	0.0008504
991365 [Neur Sys]	1	0.0013272	0.0007568	0.0004984	0.0003352	0.0002472	0.0002016	0.0001464	0.0001304	8.64e-05	0.0001032
5619507 [Dev Biol]	1	0.0019512	0.0012928	0.0008656	0.0006056	0.0006088	0.0004696	0.000324	0.000252	0.0002296	0.0002312
936964 [Imm Sys]	1	0.0028752	0.001988	0.0014392	0.0009544	0.0009552	0.000876	0.000596	0.0005176	0.000444	0.0004424
1592389 [ECM Org]	1	0.0006968	0.000316	0.0001632	0.0001344	9.44e-05	8.56e-05	5.44e-05	3.6e-05	1.6e-05	1.68e-05
1169091 [Imm Sys]	1	0.0008656	0.0003656	0.0002688	0.0001552	0.0001096	8.16e-05	5.84e-05	3.76e-05	3.2e-05	3.36e-05
2980767 [Cell Cycl]	1	0.001516	0.0008784	0.0005784	0.0003192	0.0003104	0.0002112	0.000132	9.12e-05	5.2e-05	5.84e-05
442755 [Neur Sys]	1	0.0013352	0.0006208	0.000424	0.0002544	0.000184	0.0001464	0.0001024	7.76e-05	6.32e-05	4.64e-05
111448 [Prog Cell Death]	1	0.0032688	0.0026432	0.0022808	0.0015144	0.0017216	0.001656	0.0011784	0.0010352	0.0010136	0.0012288
451307 [Neur Sys]	1	0.0073272	0.0070536	0.0068504	0.0045376	0.00662	0.0064656	0.0044376	0.0043248	0.004448	0.0061968
2151209 [Org Biog]	1	0.004516	0.0035144	0.003128	0.002208	0.0026936	0.0024576	0.0016992	0.00164	0.0014744	0.0019552
139915 [Prog Cell Death]	1	0.0068824	0.0059208	0.0055112	0.0035328	0.0048744	0.004552	0.0029224	0.0028408	0.00268	0.0035624
428540 [Dev Biol]	1	0.0046904	0.0037792	0.0031896	0.00206	0.0024536	0.0022216	0.001492	0.001408	0.0012376	0.0015608
9619229 [Neur Sys]	1	0.0015792	0.0010504	0.0006912	0.0004672	0.000512	0.000492	0.0003192	0.0002672	0.0002368	0.0002456
1169092 [Imm Sys]	1	0.002168	0.0015592	0.001124	0.0007496	0.0007776	0.0007144	0.0004872	0.0004328	0.0004088	0.0004192
5635838 [Sig Transd]	1	0.0019152	0.0011944	0.0009768	0.000648	0.0007256	0.0005632	0.000488	0.000384	0.0003504	0.0004032
187015 [Sig Transd]	1	0.0021208	0.001392	0.0011152	0.0006912	0.0007856	0.0006736	0.0004632	0.0003968	0.0003288	0.0003136
5617472 [Dev Biol]	1	0.0019528	0.0012936	0.0008656	0.0006072	0.0006104	0.0004712	0.000324	0.0002536	0.0002304	0.0001576
111459 [Prog Cell Death]	1	0.0041496	0.003392	0.0027976	0.0017928	0.0021296	0.001996	0.0014024	0.0012792	0.0011392	0.0014144
2426168 [Metab]	1	0.0019792	0.0012768	0.0009608	0.0005864	0.000564	0.0005072	0.0003336	0.00028	0.0002728	0.0002504
451326 [Neur Sys]	1	0.0010384	0.0005664	0.000388	0.0002744	0.0002304	0.0001696	0.0001168	0.0001048	0.0001016	8.8e-05
450341 [Imm Sys]	1	0.0021048	0.0014128	0.0011072	0.0006936	0.00076	0.0006848	0.0004912	0.0004368	0.0003832	0.000396
8866907 [Gene Expr]	1	0.0052664	0.0044048	0.0037112	0.002304	0.0028184	0.0025352	0.001728	0.0015856	0.0013808	0.0017312
72662 [Metab Prot]	1	0.0071544	0.0065072	0.0057016	0.0036872	0.004692	0.0043576	0.0028736	0.0025952	0.0021544	0.002104
2485179 [Sig Transd]	1	0.0023848	0.0016904	0.0013096	0.0008568	0.0009272	0.0007976	0.0005904	0.0005128	0.0005024	0.0005104
68962 [Cell Cycl]	1	0.001004	0.0004664	0.0002496	0.0001328	9.28e-05	7.12e-05	3.68e-05	1.84e-05	1.76e-05	2.08e-05
75108 [Prog Cell Death]	1	0.0039784	0.003176	0.0027544	0.0017744	0.0021368	0.0021312	0.0014696	0.0013192	0.001336	0.0018008
114294 [Prog Cell Death]	1	0.006252	0.0057312	0.0053352	0.0036344	0.0049104	0.0047904	0.0032344	0.0032152	0.0029664	0.004076
1482798 [Metab]	1	0.0032648	0.0024712	0.0020848	0.001252	0.0015232	0.0014168	0.0008336	0.0007736	0.0006184	0.0006944
1482883 [Metab]	1	0.0024448	0.0016336	0.0013432	0.0008128	0.0008584	0.0008048	0.0005288	0.0004952	0.0004392	0.0005048
1482788 [Metab]	1	0.0046968	0.0035888	0.002924	0.0017672	0.0020096	0.0016368	0.001004	0.0008784	0.000676	0.0006264
1482839 [Metab]	1	0.0048584	0.0037056	0.0030744	0.0018504	0.0020704	0.0016328	0.0010248	0.0007736	0.0005424	0.0005168
1482925 [Metab]	1	0.0056016	0.0046864	0.0042368	0.0027128	0.003496	0.0030688	0.0020736	0.0018496	0.0016408	0.0017696
1482922 [Metab]	1	0.0054648	0.004544	0.0040688	0.0025384	0.003184	0.0026256	0.001664	0.0013208	0.0009576	0.0008472
1482801 [Metab]	1	0.0049864	0.0038536	0.0032136	0.0018944	0.0021456	0.001684	0.000976	0.0006888	0.0004432	0.0003272
1280218 [Imm Sys]	1	0.0009248	0.000356	0.000204	0.000104	7.36e-05	5.12e-05	2.4e-05	1.76e-05	8e-06	4e-06
417973 [Sig Transd]	1	0.0057664	0.0051512	0.0046336	0.0031344	0.0041248	0.0039536	0.0029088	0.0027384	0.0026792	0.0034688
170660 [Sig Transd]	1	0.0042024	0.003332	0.0028688	0.0020864	0.0022488	0.0021024	0.0013872	0.001284	0.001168	0.001452
170670 [Neur Sys Sig Tr]	1	0.003104	0.002132	0.0016096	0.001104	0.0010248	0.0008416	0.0005104	0.0003664	0.0002808	0.0002472
418990 [C-C Comm]	1	0.0014592	0.000916	0.0006448	0.0004248	0.0004672	0.0003896	0.000292	0.00022	0.0002216	0.000248
392023 [Hemost]	1	0.0060024	0.0052544	0.0050432	0.0035096	0.0045352	0.004376	0.003176	0.0030184	0.0029592	0.003752
400042 [Metab]	1	0.0014224	0.000848	0.0006416	0.000376	0.0003856	0.0003368	0.0002536	0.0002024	0.000192	0.0001384
390696 [Sig Transd]	1	0.0047192	0.0038616	0.003368	0.002388	0.0027784	0.0025664	0.0018672	0.0018448	0.0016408	0.0020984
879415 [Imm Sys]	1	0.006184	0.005192	0.004608	0.0029096	0.0036736	0.0032504	0.002236	0.001812	0.0015488	0.0016072
5423646 [Metab]	1	0.0017936	0.0010928	0.0006976	0.0004536	0.000428	0.0003256	0.0002296	0.0002088	0.0001536	0.0001592
351143 [Metab]	1	0.0009888	0.0005224	0.0003672	0.0002584	0.0002552	0.0001824	0.0001376	0.0001272	8.8e-05	9.6e-05
1462054 [Imm Sys]	1	0.0075264	0.0069312	0.0065888	0.0044008	0.0060824	0.005508	0.0037096	0.0035824	0.0032752	0.0043216
389599 [Metab]	1	0.0006672	0.0003304	0.0001944	0.0001168	9.44e-05	8.4e-05	5.76e-05	3.92e-05	3.84e-05	3.12e-05
173736 [Imm Sys]	1	0.0028424	0.0021864	0.001884	0.0011848	0.0013984	0.0012384	0.0008712	0.0007784	0.0007112	0.0008712
140179 [Metab]	1	0.00286	0.0019552	0.0014288	0.0010288	0.0011072	0.0008952	0.0006336	0.0005824	0.0005344	0.0006192
375280 [Sig Transd]	1	0.0022664	0.0013872	0.0010344	0.0006608	0.0006504	0.0004944	0.000356	0.000308	0.0002744	0.00026
209776 [Metab]	1	0.0009384	0.0004928	0.0002872	0.0001408	0.0001296	0.0001096	7.76e-05	5.12e-05	4.32e-05	3.44e-05
156587 [Metab]	1	0.000588	0.0002584	0.0001376	6.56e-05	5.2e-05	3.6e-05	1.68e-05	1.28e-05	8e-06	2.4e-06
70614 [Metab]	1	0.002188	0.0014208	0.0010016	0.0006056	0.0005488	0.0005144	0.0003592	0.0003224	0.0002512	0.0002512
352230 [Transp Sm Mol]	1	0.000372	0.0001368	5.76e-05	4.48e-05	2.4e-05	2e-05	1.28e-05	1.44e-05	3.2e-06	5.6e-06
141444 [Cell Cycl]	1	0.00094	0.0003904	0.0002208	0.000112	7.76e-05	5.12e-05	3.04e-05	1.68e-05	9.6e-06	7.2e-06
141424 [Cell Cycl]	1	0.00094	0.000392	0.0002208	0.000112	7.76e-05	5.12e-05	3.04e-05	1.84e-05	1.04e-05	5.6e-06
977225 [Metab Prot]	1	0.0010416	0.000548	0.0003776	0.0002664	0.0002256	0.0001648	0.0001216	0.0001024	8.48e-05	8e-05
2214320 [ECM Org]	1	0.0037912	0.003048	0.0025304	0.0016112	0.0020016	0.001868	0.0012856	0.001168	0.0011096	0.0013192
5620912 [Org Biog]	1	0.0011056	0.000572	0.0003648	0.0002344	0.0001824	0.000128	9.2e-05	9.04e-05	6.24e-05	6.08e-05
193048 [Metab]	1	0.003064	0.0020224	0.00168	0.0010392	0.0011488	0.0009384	0.0007112	0.0005776	0.0004976	0.000588
2473224 [Sig Transd]	1	0.0036296	0.0027592	0.0023672	0.0016552	0.0017912	0.0017584	0.0011088	0.0010968	0.0010048	0.0012168
983170 [Imm Sys]	1	0.0051888	0.0044344	0.0040336	0.0025936	0.0034136	0.003148	0.0022	0.0020232	0.0018456	0.0024144
983695 [Imm Sys]	1	0.00298	0.0020064	0.00158	0.0009048	0.000924	0.0007392	0.0003952	0.0003384	0.0001824	7.68e-05
1236975 [Imm Sys]	1	0.0009312	0.0003712	0.0002024	0.0001296	7.36e-05	4.72e-05	3.2e-05	3.52e-05	1.12e-05	1.36e-05
983168 [Imm Sys]	1	0.000672	0.0002512	0.0001552	8.96e-05	5.92e-05	4.48e-05	4.64e-05	3.04e-05	3.04e-05	1.44e-05
6803157 [Imm Sys]	1	0.0052864	0.0045552	0.0041312	0.0028312	0.0036944	0.0034	0.0025744	0.002336	0.0023184	0.0030304
1169410 [Imm Sys]	1	0.0051272	0.004408	0.003936	0.0025288	0.0031136	0.0027296	0.001908	0.0017264	0.0015184	0.0019128
109581 [Prog Cell Death]	1	0.000164	5.28e-05	2.32e-05	1.12e-05	1.6e-06	5.6e-06	2.4e-06	2.4e-06	8e-07	8e-07
140342 [Prog Cell Death]	1	0.0067496	0.006368	0.0061704	0.0042136	0.00588	0.0054752	0.0039904	0.003728	0.003712	0.005204
351906 [Prog Cell Death]	1	0.0018656	0.0011632	0.0008584	0.0005824	0.0005352	0.0004848	0.0003656	0.0003008	0.0002608	0.0002728
111465 [Prog Cell Death]	1	0.0005896	0.000264	0.0001312	7.52e-05	3.84e-05	3.12e-05	1.6e-05	5.6e-06	8e-06	2.4e-06
75153 [Prog Cell Death]	1	0.0006536	0.0003136	0.0001904	9.92e-05	7.44e-05	5.6e-05	4.64e-05	2.56e-05	2.32e-05	1.92e-05
111471 [Prog Cell Death]	1	0.0045712	0.0035784	0.0028968	0.0018304	0.0021184	0.0017304	0.001208	0.0010512	0.0009136	0.0009496
445717 [Transp Sm Mol]	1	0.0002376	8.8e-05	3.92e-05	2.32e-05	1.68e-05	1.12e-05	4.8e-06	4e-06	1.6e-06	1.6e-06
426048 [Sig Transd]	1	0.0057936	0.0052088	0.004724	0.0033888	0.004268	0.0041864	0.003004	0.0027792	0.002724	0.0033832
2142753 [Metab]	1	0.0001496	2.8e-05	8.8e-06	6.4e-06	1.6e-06	3.2e-06	1.6e-06	0	0	0
211957 [Metab]	1	0.0054232	0.0045248	0.0040776	0.002748	0.0034592	0.0030904	0.002204	0.002	0.0018664	0.0023648
8937144 [Metab]	1	0.0057208	0.0054544	0.0051168	0.0034152	0.00452	0.0043496	0.0031416	0.0029544	0.0029408	0.0038736
446203 [Metab Prot]	1	9.92e-05	2.08e-05	4.8e-06	1.6e-06	0	7.99999999999998e-07	7.99999999999999e-07	0	0	0
175474 [Disease]	1	0.0026752	0.0018424	0.0014648	0.0008952	0.0009128	0.000864	0.0006136	0.000592	0.0005064	0.0005816
9609736 [Neur Sys]	1	0.0030784	0.0021352	0.0017536	0.0010296	0.0011856	0.001028	0.0007064	0.0006792	0.0005496	0.0006184
168316 [Disease]	1	0.0038384	0.0029168	0.0023816	0.0016192	0.0018192	0.0016336	0.001164	0.0011	0.0010872	0.0011968
8963889 [Transp Sm Mol]	1	0.0017144	0.0010256	0.0007744	0.0005232	0.0005256	0.000396	0.0003056	0.0002288	0.0002536	0.0002624
2022090 [ECM Org]	1	0.0003912	0.000136	6.72e-05	3.84e-05	2.48e-05	1.68e-05	1.52e-05	1.2e-05	1.04e-05	6.4e-06
68616 [DNA Repl]	1	0.0020872	0.0013624	0.0009992	0.0006264	0.0006416	0.0006008	0.0004224	0.0003664	0.0003272	0.00036
68867 [DNA Repl]	1	0.000944	0.000408	0.000272	0.0001616	0.000104	9.68e-05	6.24e-05	3.52e-05	2.96e-05	2.16e-05
390471 [Metab Prot]	1	0.0026888	0.0020064	0.0016128	0.001008	0.001112	0.0010248	0.0007304	0.0006696	0.0006504	0.0007304
210455 [Neur Sys]	1	0.0032888	0.002388	0.0019368	0.0012456	0.001408	0.001212	0.0008992	0.0008056	0.00074	0.0008832
4608870 [Sig Transd]	1	0.0007136	0.000372	0.0002136	0.0001512	0.00012	0.0001048	5.52e-05	6.56e-05	4.72e-05	4.64e-05
162791 [Metab Prot]	1	0.0013328	0.0008632	0.0006288	0.0004624	0.000384	0.0003504	0.000252	0.0002336	0.0001992	0.0001792
3371568 [Cell Resp]	1	0.0044	0.0034664	0.0030912	0.0019968	0.0024744	0.0023536	0.001552	0.001316	0.0012712	0.0013088
174084 [Cell Cycl]	1	0.001052	0.0004328	0.0002456	0.00012	0.000108	6.48e-05	3.52e-05	3.52e-05	1.84e-05	2.4e-05
349425 [Cell Cycl]	1	0.0020064	0.0011096	0.0006848	0.0003592	0.000328	0.0002288	8.48e-05	5.36e-05	2.08e-05	1.44e-05
177539 [Disease]	1	0.0042504	0.003512	0.0031056	0.0020808	0.002332	0.0021448	0.0015832	0.001468	0.001328	0.0015448
422475 [Dev Biol]	1	3.28e-05	5.6e-06	0	1.6e-06	0	0	0	0	0	0
193634 [Sig Transd]	1	0.0036256	0.0029488	0.0024512	0.0015616	0.0019304	0.0017848	0.0011632	0.0011136	0.000964	0.0011728
209563 [Sig Transd]	1	0.003776	0.0028048	0.0020056	0.0010832	0.0010712	0.0008032	0.000448	0.0003256	0.000196	8.88e-05
5250924 [Gene Expr]	1	0.0019	0.0010216	0.000592	0.0002912	0.0002536	0.000148	6.48e-05	2.72e-05	7.2e-06	3.2e-06
5620922 [Org Biog]	1	0.004304	0.0033504	0.0030448	0.0021224	0.002508	0.0023064	0.001716	0.00164	0.0016336	0.0018912
9024909 [Sig Transd]	1	0.003736	0.0027896	0.002312	0.0013968	0.001672	0.001392	0.0008312	0.0006656	0.000448	0.0001808
111453 [Prog Cell Death]	1	0.002536	0.0018328	0.0014872	9e-04	0.0009936	0.0008736	0.000588	0.0004912	0.0004664	0.000492
1368108 [Circ Cl]	1	0.0002216	8.96e-05	3.76e-05	2.32e-05	2.08e-05	1.04e-05	9.6e-06	3.2e-06	3.2e-06	4e-06
73884 [DNA Repair]	1	0.0013568	0.0006552	0.0004152	0.000196	0.0001384	9.36e-05	5.36e-05	3.68e-05	2.24e-05	1.84e-05
73929 [DNA Repair]	1	0.0023256	0.00154	0.0012056	0.0006384	0.0006672	0.0004592	0.0002224	0.0001192	6.08e-05	3.04e-05
210991 [Hemost]	1	0.0005688	0.0002296	0.0001272	8.88e-05	4.96e-05	4.96e-05	3.68e-05	2.56e-05	2.08e-05	1.92e-05
1461957 [Imm Sys]	1	0.0070456	0.00628	0.0059664	0.0037544	0.0052584	0.0050496	0.0033624	0.0032432	0.0030648	0.0040048
77352 [Metab]	1	0.0029232	0.0021952	0.0019776	0.0012112	0.0014512	0.001328	0.0009016	0.0008256	0.0007848	0.0009448
77346 [Metab]	1	0.0021624	0.0012096	0.0008896	0.0005008	0.0004408	0.0003344	0.0001976	0.000196	0.0001016	5.44e-05
77350 [Metab]	1	0.002636	0.0017576	0.0014232	0.0008688	0.0009704	0.0008192	0.0005728	0.000564	0.0005136	0.0005616
77310 [Metab]	1	0.0037792	0.0028008	0.0020904	0.0012872	0.0013456	0.0010992	0.000676	0.000516	0.0004096	0.0003384
77285 [Metab]	1	0.0047056	0.00392	0.0032424	0.0021832	0.0025728	0.0024552	0.0017136	0.0016504	0.0014464	0.0018728
77348 [Metab]	1	0.002268	0.0012736	0.0009816	0.0005544	0.0005048	0.0003904	0.0002536	0.0002384	0.0001656	0.0001272
