feature	a0	a0.1	a0.2	a0.3	a0.4	a0.5	a0.6	a0.7	a0.8	a0.9	a1
1296041 [Neur Sys]	0.000187652126652346	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
991365 [Neur Sys]	-7.86575311678369e-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5619507 [Dev Biol]	0.0005036300655394	0.00123890891332831	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
936964 [Imm Sys]	-0.000163223293600617	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1592389 [ECM Org]	0.000259967585431607	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1169091 [Imm Sys]	0.000540459906285346	0.00332571550586369	0.00322107626331165	0.00362982529928801	0.0064403013830141	NaN	NaN	NaN	NaN	NaN	NaN
2980767 [Cell Cycl]	0.000393775275788473	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
442755 [Neur Sys]	-6.66442889356755e-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111448 [Prog Cell Death]	0.000134932977821912	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
451307 [Neur Sys]	0.000376962891032063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2151209 [Org Biog]	0.000587382437057376	0.00403636647114859	0.0114109225477515	0.0129704226322697	0.00811982433503214	0.0180847148528834	0.0163699602460947	0.0875675919716931	NaN	0.0347821518722474	0.0349442029549254
139915 [Prog Cell Death]	-0.000142282286991839	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
428540 [Dev Biol]	0.000545351551724688	0.00188766896099333	0.00327507764824811	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9619229 [Neur Sys]	-0.000372632118870108	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1169092 [Imm Sys]	-0.000335730835903286	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5635838 [Sig Transd]	-7.60713050127593e-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
187015 [Sig Transd]	-4.0599883528081e-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5617472 [Dev Biol]	0.00050357240437027	0.001218071688797	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111459 [Prog Cell Death]	0.000484306432515924	0.00163693913823465	0.00207211664491773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2426168 [Metab]	0.000103483554602773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
451326 [Neur Sys]	-0.000295052074797809	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
450341 [Imm Sys]	-0.000433929365876165	-0.00292141565364923	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8866907 [Gene Expr]	0.000313920647581746	0.00262631764912661	0.0120356831906494	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
72662 [Metab Prot]	0.000366929264178156	NaN	0.00734211128027572	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2485179 [Sig Transd]	-0.000401758039592077	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
68962 [Cell Cycl]	0.000522732783013104	0.000935760405937073	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
75108 [Prog Cell Death]	-0.000185497820456289	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
114294 [Prog Cell Death]	-0.00026956501148976	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1482798 [Metab]	-0.000208021240041354	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1482883 [Metab]	-0.000230621801411997	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1482788 [Metab]	-0.000253582464481951	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1482839 [Metab]	-0.000253888196964107	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1482925 [Metab]	-0.000269716937659344	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1482922 [Metab]	-0.000244295011180002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1482801 [Metab]	-0.000265322394765149	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1280218 [Imm Sys]	-0.00033391300055843	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
417973 [Sig Transd]	0.000630241834253368	0.00407294080472954	0.00988071846357476	0.013213294692617	0.0165154544175144	0.01678857061832	0.0133957179132093	0.0271553976100847	0.0100665666496695	0.0309551524528695	0.0331623835705683
170660 [Sig Transd]	-0.000182558771953188	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
170670 [Neur Sys Sig Tr]	-0.000241327243391736	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
418990 [C-C Comm]	0.000218713240432742	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
392023 [Hemost]	-0.000342545766313123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
400042 [Metab]	-0.0004865750939384	-0.00283847855507637	-0.00875972964766376	-0.00401081476032735	NaN	NaN	NaN	NaN	NaN	NaN	NaN
390696 [Sig Transd]	-0.000283872189022679	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
879415 [Imm Sys]	0.00070930902948735	0.00347327999207585	0.00456335301870637	0.00889952195548248	0.00764010929960962	0.00756612484215254	0.00952460929756502	0.00616545305886427	0.0128386755072037	0.0161311323811867	0.0279518069096389
5423646 [Metab]	-0.000594415874163934	-0.000913843897824721	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
351143 [Metab]	3.92438330877158e-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1462054 [Imm Sys]	2.51514887602498e-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
389599 [Metab]	-0.000351897365790986	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
173736 [Imm Sys]	-0.000516559150960973	-0.00451577672789032	-0.00626054461592487	-0.00676377496163122	-0.0029116190906744	-0.00973906219653184	-0.0165720776034022	NaN	NaN	NaN	-0.0805479351228168
140179 [Metab]	-0.000400190216006023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
375280 [Sig Transd]	0.000553263991684818	0.0018371379338089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
209776 [Metab]	0.000399336916014381	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
156587 [Metab]	-0.000519698918950145	-0.0050695091047868	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
70614 [Metab]	-0.000613581212907062	-0.00425469185289176	-0.00646701121699105	-0.0222973696823943	NaN	NaN	NaN	NaN	NaN	NaN	NaN
352230 [Transp Sm Mol]	0.00043969371118331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
141444 [Cell Cycl]	0.000403585047261032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
141424 [Cell Cycl]	0.000403574811857218	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
977225 [Metab Prot]	0.000480406014765398	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2214320 [ECM Org]	0.000389783740142439	NaN	NaN	NaN	NaN	0.0311200770076161	NaN	NaN	NaN	NaN	NaN
5620912 [Org Biog]	0.00064154999008661	0.00182342051442876	0.00277142754327815	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
193048 [Metab]	-0.000238550105982567	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2473224 [Sig Transd]	-0.00019516620827788	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
983170 [Imm Sys]	-0.000164734877202175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
983695 [Imm Sys]	-0.000265278972519902	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1236975 [Imm Sys]	-0.000293189002004659	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
983168 [Imm Sys]	0.000635846844590521	0.00355498385492396	0.00476126689229449	0.00697258335608054	0.0125990839404951	0.0120382033401842	0.0165728072114516	0.00276149768365203	0.0655559959312864	NaN	0.0228783250989803
6803157 [Imm Sys]	-2.51712664835482e-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1169410 [Imm Sys]	0.00044536119955602	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109581 [Prog Cell Death]	4.48959451393401e-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
140342 [Prog Cell Death]	0.000581353561130442	0.00441009883992911	0.00692302034160767	0.0133505438427245	0.00887328236236307	0.011034441052108	0.0184487054368837	0.0162186246920295	0.00870466957385396	0.0161539881697879	0.0275788526501057
351906 [Prog Cell Death]	-0.000451290910304249	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111465 [Prog Cell Death]	0.000269872339584911	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
75153 [Prog Cell Death]	0.000324583632138925	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111471 [Prog Cell Death]	0.000503899976026788	0.00194171335250143	0.0049990492050363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
445717 [Transp Sm Mol]	0.000162014834194233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
426048 [Sig Transd]	0.000183781027166966	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2142753 [Metab]	-0.000453769544852501	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
211957 [Metab]	-0.000503537334890211	-0.00428161206470978	-0.00708290994401226	-0.0124629281923833	-0.00866647886892493	-0.00935934018479455	-0.0296397674222261	NaN	-0.0265945890702206	NaN	NaN
8937144 [Metab]	0.000343329748411082	0.00530640134142994	NaN	0.00519250417521812	0.0193711791137062	0.00787982041416736	NaN	NaN	NaN	NaN	NaN
446203 [Metab Prot]	-0.000103453643113116	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
175474 [Disease]	-0.00025257617727677	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9609736 [Neur Sys]	-0.000131805765039664	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
168316 [Disease]	0.000675040501180283	0.00338687557095077	0.00669489940868034	0.00623206004920039	0.0109140263545422	0.0153539596237069	0.00651614691567374	NaN	0.0249754694731703	NaN	NaN
8963889 [Transp Sm Mol]	-0.000385044921085967	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2022090 [ECM Org]	2.45050031764808e-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
68616 [DNA Repl]	0.000515041677892503	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
68867 [DNA Repl]	0.000576554904949331	0.00168570890934698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
390471 [Metab Prot]	-2.05442410903333e-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
210455 [Neur Sys]	-0.000565868367621085	-0.00267501521148152	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4608870 [Sig Transd]	6.70304104350651e-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
162791 [Metab Prot]	2.21181882841888e-06	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3371568 [Cell Resp]	0.000513329783600686	0.00351871063005068	0.00128931064739258	0.00236662346398733	0.00885462046347614	0.0593752071434863	NaN	NaN	NaN	NaN	NaN
174084 [Cell Cycl]	0.0004185566003442	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
349425 [Cell Cycl]	0.000370185687256619	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
177539 [Disease]	0.000763283436372441	0.00450994367774656	0.00691091842212573	0.00902462945844287	0.00944089639288526	0.0114343363332719	0.0125392575789836	0.0135943624118762	0.0175619224622337	0.0185726665031147	0.0396911195114526
422475 [Dev Biol]	3.81695032967037e-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
193634 [Sig Transd]	-0.000399565634533955	-0.00302903954070431	-0.00169432152489183	-0.0184789291882484	-0.0110855355225583	-0.0260865829582183	NaN	NaN	NaN	-0.0916743155241619	NaN
209563 [Sig Transd]	-0.000478579409560166	-0.00241075493761614	-0.00166037408207008	-0.00762595899646549	-0.0111587738165461	-0.00701751636488714	NaN	NaN	NaN	NaN	NaN
5250924 [Gene Expr]	0.000471873336027476	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5620922 [Org Biog]	-0.000187511016721553	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9024909 [Sig Transd]	0.000108529641855899	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111453 [Prog Cell Death]	0.000231634025254519	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1368108 [Circ Cl]	0.000390978651035332	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
73884 [DNA Repair]	0.000515865153810997	0.00390519909090001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
73929 [DNA Repair]	0.000476842269731734	0.00297047299238712	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
210991 [Hemost]	0.000233832922931968	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1461957 [Imm Sys]	-7.08860842101252e-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77352 [Metab]	-0.000358013478580199	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77346 [Metab]	-0.000273151198161142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77350 [Metab]	-0.000289005685212598	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77310 [Metab]	-0.000326347596335714	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77285 [Metab]	-0.000329390519984253	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77348 [Metab]	-0.000279872127884712	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77305 [Metab]	-0.000255492562056158	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3858494 [Sig Transd]	0.000212164900680893	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
196299 [Sig Transd]	0.000196991165898319	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
389887 [Metab]	-0.000343027514754359	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
390247 [Metab]	-0.000300870454654461	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
425381 [Transp Sm Mol]	-8.66237387085813e-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
194068 [Metab]	-0.000432421106457523	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2173782 [Ves-med Transp]	-0.000257797564598266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
