Ensembl|Hugo	Ensembl	Hugo	FC_T_NT	ttest_T_NT_pval	ttest_T_NT_pval_adj
ENSG00000001631.15|KRIT1	ENSG00000001631.15	KRIT1	1.07622616645035	0.0041268644825264	0.0095951561189085
ENSG00000002016.17|RAD52	ENSG00000002016.17	RAD52	0.937982407197417	0.679872436888985	0.742676952182824
ENSG00000002079.13|MYH16	ENSG00000002079.13	MYH16	1.36605077143322	0.0157779456984046	0.0308811499079059
ENSG00000002330.13|BAD	ENSG00000002330.13	BAD	0.940038506332502	0.711714183104331	0.770356119400331
ENSG00000002549.12|LAP3	ENSG00000002549.12	LAP3	0.671315837673448	5.7859239152327e-08	5.01075940587089e-07
ENSG00000002586.18|CD99	ENSG00000002586.18	CD99	1.00486461112048	0.221842167302702	0.297603540712438
ENSG00000002587.9|HS3ST1	ENSG00000002587.9	HS3ST1	1.44450576064195	0.00220247592944943	0.00554408536535085
ENSG00000002726.20|AOC1	ENSG00000002726.20	AOC1	0.79000556600024	0.814004839039934	0.855810222183549
ENSG00000002745.12|WNT16	ENSG00000002745.12	WNT16	1.25052662216319	0.242415524175699	0.320394295986058
ENSG00000002746.14|HECW1	ENSG00000002746.14	HECW1	0.702402455549171	0.480503495952754	0.563244536224845
ENSG00000002822.15|MAD1L1	ENSG00000002822.15	MAD1L1	1.1876286331061	0.0436642680738604	0.0742648327325387
ENSG00000002834.17|LASP1	ENSG00000002834.17	LASP1	1.59864658832715	2.58053124265043e-09	3.23005142818628e-08
ENSG00000002919.14|SNX11	ENSG00000002919.14	SNX11	1.08215161547534	0.023836902719029	0.0442006568997529
ENSG00000002933.7|TMEM176A	ENSG00000002933.7	TMEM176A	0.958152541624059	0.00924198044490098	0.0193688373768436
ENSG00000003056.7|M6PR	ENSG00000003056.7	M6PR	1.25455949508618	0.000130968156087372	0.00046001976913618
ENSG00000003096.14|KLHL13	ENSG00000003096.14	KLHL13	1.59741797432917	0.0288394950225713	0.052069578218591
ENSG00000003137.8|CYP26B1	ENSG00000003137.8	CYP26B1	0.680702024659996	0.210835968449884	0.285456141740689
ENSG00000003147.17|ICA1	ENSG00000003147.17	ICA1	0.805546309198532	0.405801392600064	0.490786577908239
ENSG00000003249.13|DBNDD1	ENSG00000003249.13	DBNDD1	2.06815511175891	9.81877477467451e-07	6.08500969652801e-06
ENSG00000003393.14|ALS2	ENSG00000003393.14	ALS2	0.884354078460717	0.000904453796978533	0.0025340102533565
ENSG00000003400.14|CASP10	ENSG00000003400.14	CASP10	0.945199197369255	0.28847882966611	0.370156831139041
ENSG00000003402.19|CFLAR	ENSG00000003402.19	CFLAR	0.862440912485944	0.0251967576739787	0.0463382112388389
ENSG00000003436.15|TFPI	ENSG00000003436.15	TFPI	0.720690321739819	2.16179069631327e-05	9.36320125222528e-05
ENSG00000003509.15|NDUFAF7	ENSG00000003509.15	NDUFAF7	1.05393076571349	0.384271687786935	0.469069512414458
ENSG00000003756.16|RBM5	ENSG00000003756.16	RBM5	0.978204409256742	0.850688234035868	0.884992889172028
ENSG00000003987.13|MTMR7	ENSG00000003987.13	MTMR7	1.05227574080631	0.263102585335107	0.342956018214295
ENSG00000003989.17|SLC7A2	ENSG00000003989.17	SLC7A2	0.350592783825147	6.05781715751702e-09	6.84885444420203e-08
ENSG00000004059.10|ARF5	ENSG00000004059.10	ARF5	1.19878034859902	0.0136709743936002	0.027286155398234
ENSG00000004139.13|SARM1	ENSG00000004139.13	SARM1	0.88618772849337	0.836687436282301	0.873693194658623
ENSG00000004142.11|POLDIP2	ENSG00000004142.11	POLDIP2	1.10084748510626	0.614989408307938	0.686722793529061
ENSG00000004399.12|PLXND1	ENSG00000004399.12	PLXND1	1.27874695284137	0.000542363771466932	0.00161555751838303
ENSG00000004455.16|AK2	ENSG00000004455.16	AK2	0.960643440712046	0.127226925834392	0.18612395107109
ENSG00000004468.12|CD38	ENSG00000004468.12	CD38	0.384188757201909	6.90067111728183e-06	3.4227408726315e-05
ENSG00000004478.7|FKBP4	ENSG00000004478.7	FKBP4	1.15971535979122	0.0146504841867913	0.028954922727318
ENSG00000004487.15|KDM1A	ENSG00000004487.15	KDM1A	1.13950354631425	0.000164525574433128	0.00056261797174545
ENSG00000004534.14|RBM6	ENSG00000004534.14	RBM6	0.924085039915091	0.31496925905698	0.398280856002535
ENSG00000004660.14|CAMKK1	ENSG00000004660.14	CAMKK1	0.952973562454288	0.640518025782109	0.709352164034185
ENSG00000004700.15|RECQL	ENSG00000004700.15	RECQL	1.42859831764301	2.69134782421264e-13	1.05297830187538e-11
ENSG00000004766.15|VPS50	ENSG00000004766.15	VPS50	1.46438829940115	1.9892522916652e-12	5.98418830868775e-11
ENSG00000004776.12|HSPB6	ENSG00000004776.12	HSPB6	0.404275825649577	3.3709606778113e-08	3.11139034360183e-07
ENSG00000004777.18|ARHGAP33	ENSG00000004777.18	ARHGAP33	1.00123799612552	0.290269805856218	0.372188561787674
ENSG00000004779.9|NDUFAB1	ENSG00000004779.9	NDUFAB1	0.965064187018449	0.723262857152923	0.780020182458279
ENSG00000004799.7|PDK4	ENSG00000004799.7	PDK4	0.356736700090457	7.96601991954355e-08	6.58875878051833e-07
ENSG00000004809.13|SLC22A16	ENSG00000004809.13	SLC22A16	1.70840727868244	5.73587788152043e-06	2.90648376844243e-05
ENSG00000004838.13|ZMYND10	ENSG00000004838.13	ZMYND10	1.34832048474338	0.00564021701564684	0.0125855292213306
ENSG00000004846.16|ABCB5	ENSG00000004846.16	ABCB5	2.55272162689747	2.42776766752381e-07	1.76496492524974e-06
ENSG00000004864.13|SLC25A13	ENSG00000004864.13	SLC25A13	0.83903987634211	0.0046880301455581	0.0107173620931522
ENSG00000004866.20|ST7	ENSG00000004866.20	ST7	0.933264345319315	0.696302301511697	0.756905121454019
ENSG00000004897.11|CDC27	ENSG00000004897.11	CDC27	1.63259376298463	6.09833935170326e-16	5.4367330564117e-14
ENSG00000004939.13|SLC4A1	ENSG00000004939.13	SLC4A1	0.468160745083656	0.00135533995713776	0.00361445104718034
ENSG00000004948.13|CALCR	ENSG00000004948.13	CALCR	1.12247878595321	0.0122823886207524	0.0248801947954343
ENSG00000004961.14|HCCS	ENSG00000004961.14	HCCS	1.07982083682455	0.142579240294095	0.205120932603297
ENSG00000004975.11|DVL2	ENSG00000004975.11	DVL2	1.2532737782304	0.0017192434592414	0.00445154402740263
ENSG00000005001.9|PRSS22	ENSG00000005001.9	PRSS22	0.0956024432189262	1.38493633039373e-13	5.89700377297252e-12
ENSG00000005007.12|UPF1	ENSG00000005007.12	UPF1	0.984245896605931	0.593505222611268	0.667215873862936
ENSG00000005020.12|SKAP2	ENSG00000005020.12	SKAP2	1.4445055846983	0.000189720728633467	0.000637129627627831
ENSG00000005022.5|SLC25A5	ENSG00000005022.5	SLC25A5	1.21718839105091	0.000714685511744779	0.00206016704353914
ENSG00000005059.15|MCUB	ENSG00000005059.15	MCUB	1.18230567979733	0.244199635948321	0.322366495856817
ENSG00000005073.5|HOXA11	ENSG00000005073.5	HOXA11	1.00787810034077	1.94754799452662e-06	1.11604215006067e-05
ENSG00000005075.15|POLR2J	ENSG00000005075.15	POLR2J	1.30577380686247	9.86657363741167e-06	4.70894021892027e-05
ENSG00000005100.12|DHX33	ENSG00000005100.12	DHX33	1.01572201513504	0.978675819653457	0.983794627055087
ENSG00000005102.12|MEOX1	ENSG00000005102.12	MEOX1	1.0591001455656	0.416807410817323	0.501425685410038
ENSG00000005108.15|THSD7A	ENSG00000005108.15	THSD7A	0.791270433457932	0.0398197838888093	0.0686650073516993
ENSG00000005156.11|LIG3	ENSG00000005156.11	LIG3	1.23582030641303	8.38430999434372e-09	9.07743416655164e-08
ENSG00000005175.9|RPAP3	ENSG00000005175.9	RPAP3	1.30154163955796	2.14325396685799e-08	2.09037482340218e-07
ENSG00000005187.11|ACSM3	ENSG00000005187.11	ACSM3	0.261815734613336	9.4105347831711e-16	7.89608450409508e-14
ENSG00000005189.19|AC004381.6	ENSG00000005189.19	AC004381.6	2.30749980326446	4.34943481244887e-14	2.13016525564198e-12
ENSG00000005194.14|CIAPIN1	ENSG00000005194.14	CIAPIN1	1.30715374579381	0.00154652836862776	0.00406011136285297
ENSG00000005206.16|SPPL2B	ENSG00000005206.16	SPPL2B	0.71083732643239	0.000114590466056746	0.000408421656948115
ENSG00000005238.19|FAM214B	ENSG00000005238.19	FAM214B	0.902874381230271	0.306841225735905	0.38970144766622
ENSG00000005243.9|COPZ2	ENSG00000005243.9	COPZ2	0.804751408405086	0.137513865285452	0.198954004910074
ENSG00000005249.12|PRKAR2B	ENSG00000005249.12	PRKAR2B	0.267306221391877	1.11345709032058e-08	1.16998434714656e-07
ENSG00000005302.17|MSL3	ENSG00000005302.17	MSL3	0.91988351783522	0.231088974236572	0.307729109382869
ENSG00000005339.14|CREBBP	ENSG00000005339.14	CREBBP	0.990236808972886	0.784632335196761	0.831556132181391
ENSG00000005379.15|TSPOAP1	ENSG00000005379.15	TSPOAP1	0.532163703820134	2.19689935706529e-07	1.61322721127785e-06
ENSG00000005381.7|MPO	ENSG00000005381.7	MPO	0.513985107239305	0.000154403086423579	0.000532685202118794
ENSG00000005421.8|PON1	ENSG00000005421.8	PON1	0.386974505221623	2.64422244680924e-07	1.90573286829616e-06
ENSG00000005436.13|GCFC2	ENSG00000005436.13	GCFC2	0.889627541819468	0.0290463946977814	0.0524044414273439
ENSG00000005448.16|WDR54	ENSG00000005448.16	WDR54	1.13777196801512	0.0191820033989825	0.0365999723754746
ENSG00000005469.11|CROT	ENSG00000005469.11	CROT	0.969665049046082	0.217899335700076	0.293210402828364
ENSG00000005471.15|ABCB4	ENSG00000005471.15	ABCB4	0.437777985907672	3.97250614823596e-09	4.70244728487932e-08
ENSG00000005483.20|KMT2E	ENSG00000005483.20	KMT2E	1.178434423969	0.000404706423256023	0.00124463004465388
ENSG00000005486.16|RHBDD2	ENSG00000005486.16	RHBDD2	0.94099395169381	0.428028997917027	0.512061249465037
ENSG00000005513.9|SOX8	ENSG00000005513.9	SOX8	0.528059301217992	0.0086881636362667	0.0183667156924759
ENSG00000005700.14|IBTK	ENSG00000005700.14	IBTK	0.981575597312803	0.318471033909793	0.401803544441213
ENSG00000005801.16|ZNF195	ENSG00000005801.16	ZNF195	1.27093501140065	6.00956015321403e-05	0.000230285774570314
ENSG00000005810.17|MYCBP2	ENSG00000005810.17	MYCBP2	0.827214629778204	0.036945408931059	0.0643756873490036
ENSG00000005812.10|FBXL3	ENSG00000005812.10	FBXL3	0.943184275627238	0.228139065907493	0.304535318656988
ENSG00000005844.17|ITGAL	ENSG00000005844.17	ITGAL	0.579005988802638	1.19182636205919e-05	5.53684131886744e-05
ENSG00000005882.11|PDK2	ENSG00000005882.11	PDK2	0.65969118420255	6.95118718638359e-07	4.48265217417655e-06
ENSG00000005884.17|ITGA3	ENSG00000005884.17	ITGA3	0.965705485404321	0.104949810576592	0.158088756404398
ENSG00000005889.15|ZFX	ENSG00000005889.15	ZFX	1.01677636138588	0.340955575204513	0.424971716360274
ENSG00000005893.15|LAMP2	ENSG00000005893.15	LAMP2	1.28826237111803	9.79432477750171e-05	0.000355754816374529
ENSG00000005961.17|ITGA2B	ENSG00000005961.17	ITGA2B	0.87915672355281	0.29534797157396	0.377527535615822
ENSG00000005981.12|ASB4	ENSG00000005981.12	ASB4	0.932440872229324	0.374194667248368	0.458899524935721
ENSG00000006007.11|GDE1	ENSG00000006007.11	GDE1	1.2982775879681	0.00111032654111041	0.00303165726657951
ENSG00000006015.17|C19orf60	ENSG00000006015.17	C19orf60	0.730568806707897	3.89813017549925e-08	3.53975035618147e-07
ENSG00000006016.10|CRLF1	ENSG00000006016.10	CRLF1	1.72575562987789	0.000449788343836325	0.00136725751757173
ENSG00000006025.11|OSBPL7	ENSG00000006025.11	OSBPL7	1.03213326359614	0.959927455028981	0.9704443343904
ENSG00000006042.11|TMEM98	ENSG00000006042.11	TMEM98	1.79936190530186	0.3924996196263	0.477278868265788
ENSG00000006047.12|YBX2	ENSG00000006047.12	YBX2	0.43496696639198	0.0492298667428445	0.0823820892199336
ENSG00000006062.14|MAP3K14	ENSG00000006062.14	MAP3K14	0.895827143409452	0.127331080558676	0.186260403018661
ENSG00000006071.12|ABCC8	ENSG00000006071.12	ABCC8	0.992183478996018	0.529299653576251	0.608892917790564
ENSG00000006118.14|TMEM132A	ENSG00000006118.14	TMEM132A	1.86623109822829	2.13977165503751e-10	3.57134586954688e-09
ENSG00000006125.17|AP2B1	ENSG00000006125.17	AP2B1	1.42317682856372	2.14624445008459e-10	3.57714374411858e-09
ENSG00000006194.9|ZNF263	ENSG00000006194.9	ZNF263	1.23383894017122	7.90682041627641e-07	5.02939595189161e-06
ENSG00000006210.6|CX3CL1	ENSG00000006210.6	CX3CL1	0.753768284542235	0.000224877638996373	0.000741377223940853
ENSG00000006282.20|SPATA20	ENSG00000006282.20	SPATA20	0.896791198573767	0.0319678913889273	0.0568159481782026
ENSG00000006283.17|CACNA1G	ENSG00000006283.17	CACNA1G	1.13628463917858	0.00154842657686561	0.00406336457023172
ENSG00000006327.13|TNFRSF12A	ENSG00000006327.13	TNFRSF12A	1.39834955567303	0.00572460209164652	0.0127455793447858
ENSG00000006377.10|DLX6	ENSG00000006377.10	DLX6	1.00393905016192	0.000235442586332692	0.000772118162708436
ENSG00000006432.15|MAP3K9	ENSG00000006432.15	MAP3K9	1.46772133121588	0.000173916768731071	0.000590954507269426
ENSG00000006451.7|RALA	ENSG00000006451.7	RALA	1.79310139638176	6.27846350777511e-11	1.20751078497288e-09
ENSG00000006453.13|BAIAP2L1	ENSG00000006453.13	BAIAP2L1	1.23978221246377	0.798453007164044	0.843063661094795
ENSG00000006459.10|KDM7A	ENSG00000006459.10	KDM7A	0.806729788779211	0.00186514183052026	0.00478322461802611
ENSG00000006468.13|ETV1	ENSG00000006468.13	ETV1	1.58581400903683	0.138698331718133	0.200396669538219
ENSG00000006530.15|AGK	ENSG00000006530.15	AGK	1.15441578191543	0.00102101127110867	0.00281563556107091
ENSG00000006534.15|ALDH3B1	ENSG00000006534.15	ALDH3B1	1.14693904409624	0.00176858910901501	0.0045639891118664
ENSG00000006555.10|TTC22	ENSG00000006555.10	TTC22	0.939762199868937	0.0509426552096507	0.0848812838726362
ENSG00000006576.16|PHTF2	ENSG00000006576.16	PHTF2	1.39452001624342	3.06757547617571e-07	2.17243233039717e-06
ENSG00000006606.8|CCL26	ENSG00000006606.8	CCL26	1.11847382967047	0.000164591691086929	0.000562731644129626
ENSG00000006607.13|FARP2	ENSG00000006607.13	FARP2	0.637342136489691	3.42975438035659e-11	7.03922131037934e-10
ENSG00000006611.15|USH1C	ENSG00000006611.15	USH1C	0.33720700484035	0.00594468789850496	0.0131628255298764
ENSG00000006625.17|GGCT	ENSG00000006625.17	GGCT	1.84140896239116	4.23310662230772e-11	8.47462994784109e-10
ENSG00000006634.7|DBF4	ENSG00000006634.7	DBF4	2.24121608654571	8.64336987699615e-13	2.86924277905262e-11
ENSG00000006638.11|TBXA2R	ENSG00000006638.11	TBXA2R	0.210590079650431	5.09465222450755e-18	9.32675530768939e-16
ENSG00000006652.13|IFRD1	ENSG00000006652.13	IFRD1	0.999235743357359	0.979920936790358	0.984782426246326
ENSG00000006659.12|LGALS14	ENSG00000006659.12	LGALS14	1	0.325846692271174	0.409379337838489
ENSG00000006695.10|COX10	ENSG00000006695.10	COX10	0.871334248272228	0.0481913452795896	0.0808835865225999
ENSG00000006704.10|GTF2IRD1	ENSG00000006704.10	GTF2IRD1	2.01902777002806	2.5137097472513e-07	1.82022489436291e-06
ENSG00000006712.14|PAF1	ENSG00000006712.14	PAF1	0.961945238836596	0.114663830914336	0.170328976287484
ENSG00000006715.15|VPS41	ENSG00000006715.15	VPS41	1.14712339916218	0.00535953486808392	0.0120337323194061
ENSG00000006740.16|ARHGAP44	ENSG00000006740.16	ARHGAP44	0.70369718310697	0.309906851774547	0.393040831461854
ENSG00000006744.18|ELAC2	ENSG00000006744.18	ELAC2	0.908602127107859	0.093970285169194	0.143846303992228
ENSG00000006747.14|SCIN	ENSG00000006747.14	SCIN	2.34876301106298	6.34415431850487e-06	3.17708863282176e-05
ENSG00000006756.15|ARSD	ENSG00000006756.15	ARSD	0.600430045057732	4.84954414777922e-07	3.26681019982436e-06
ENSG00000006757.11|PNPLA4	ENSG00000006757.11	PNPLA4	0.680525114579722	0.00376592931326967	0.00885823994162938
ENSG00000006788.13|MYH13	ENSG00000006788.13	MYH13	1.00000000107438	0.022349140445434	0.0417676861015933
ENSG00000006831.9|ADIPOR2	ENSG00000006831.9	ADIPOR2	0.7048395940307	0.0153532892241954	0.0301672790737018
ENSG00000006837.11|CDKL3	ENSG00000006837.11	CDKL3	1.49670209650387	3.28204266389945e-05	0.000135337808426805
ENSG00000007001.12|UPP2	ENSG00000007001.12	UPP2	0.0980909959568444	1.24175062288151e-13	5.36066719088596e-12
ENSG00000007038.10|PRSS21	ENSG00000007038.10	PRSS21	1	0.819840092893367	0.860589511547896
ENSG00000007047.14|MARK4	ENSG00000007047.14	MARK4	1.24888588470582	1.75011619911442e-05	7.7799607791823e-05
ENSG00000007062.11|PROM1	ENSG00000007062.11	PROM1	0.0698744261906552	4.79547328671949e-11	9.50574607762774e-10
ENSG00000007080.10|CCDC124	ENSG00000007080.10	CCDC124	1.30039215232263	2.82522110495218e-05	0.000118572801409661
ENSG00000007129.17|CEACAM21	ENSG00000007129.17	CEACAM21	0.576694353654124	0.000129932583228334	0.000456685015835603
ENSG00000007168.12|PAFAH1B1	ENSG00000007168.12	PAFAH1B1	0.97076318999054	0.532923442422625	0.61238255665602
ENSG00000007171.16|NOS2	ENSG00000007171.16	NOS2	1.71045444213284	0.0045209349465334	0.0103830025514458
ENSG00000007174.17|DNAH9	ENSG00000007174.17	DNAH9	0.513052800835069	0.00523381781527891	0.011787797308438
ENSG00000007202.14|KIAA0100	ENSG00000007202.14	KIAA0100	1.59010928712991	7.38480089161253e-14	3.38435440058184e-12
ENSG00000007216.14|SLC13A2	ENSG00000007216.14	SLC13A2	0.26760386801317	6.5865416853316e-06	3.28597592619705e-05
ENSG00000007237.18|GAS7	ENSG00000007237.18	GAS7	0.766916366996956	0.33908685400398	0.423159832053104
ENSG00000007255.10|TRAPPC6A	ENSG00000007255.10	TRAPPC6A	1.06551769693967	0.332956334745351	0.416731031137479
ENSG00000007264.14|MATK	ENSG00000007264.14	MATK	0.505438455460365	4.54433665317804e-05	0.000179809085743062
ENSG00000007306.14|CEACAM7	ENSG00000007306.14	CEACAM7	1	0.783324242484223	0.830458087925579
ENSG00000007312.12|CD79B	ENSG00000007312.12	CD79B	0.67241320749223	0.00206726812697508	0.00524228570806407
ENSG00000007314.12|SCN4A	ENSG00000007314.12	SCN4A	2.19392339044893	1.30348688492376e-06	7.79995980046844e-06
ENSG00000007341.18|ST7L	ENSG00000007341.18	ST7L	1.06175543592315	0.0227503071638644	0.042413223081617
ENSG00000007350.16|TKTL1	ENSG00000007350.16	TKTL1	1	0.28183842903518	0.363078828162503
ENSG00000007372.21|PAX6	ENSG00000007372.21	PAX6	1.39768171973859	0.01382540898733	0.0275422151107633
ENSG00000007376.7|RPUSD1	ENSG00000007376.7	RPUSD1	1.35279603305711	2.84224383912447e-06	1.56332544326136e-05
ENSG00000007384.15|RHBDF1	ENSG00000007384.15	RHBDF1	1.04131916401183	0.448041025782226	0.531580941173796
ENSG00000007392.16|LUC7L	ENSG00000007392.16	LUC7L	0.742033121235585	8.16838581384307e-05	0.0003022444011577
ENSG00000007402.11|CACNA2D2	ENSG00000007402.11	CACNA2D2	0.72086269141687	0.0187093081380079	0.0358198341701562
ENSG00000007516.13|BAIAP3	ENSG00000007516.13	BAIAP3	0.639343251235131	4.08413872295871e-09	4.81627299489385e-08
ENSG00000007520.3|TSR3	ENSG00000007520.3	TSR3	1.08570910828254	0.0698285862161754	0.111544576572467
ENSG00000007541.16|PIGQ	ENSG00000007541.16	PIGQ	0.764568593261211	2.24472728142385e-05	9.68321493854136e-05
ENSG00000007545.15|CRAMP1	ENSG00000007545.15	CRAMP1	1.09209822215032	0.0649112236019011	0.104735392788211
ENSG00000007866.19|TEAD3	ENSG00000007866.19	TEAD3	1.34607969381332	1.55915445582505e-07	1.194630564922e-06
ENSG00000007908.15|SELE	ENSG00000007908.15	SELE	0.565977912916084	0.0199625810380164	0.0379034386719607
ENSG00000007923.15|DNAJC11	ENSG00000007923.15	DNAJC11	0.950527815728591	0.0756479700754219	0.119546351269999
ENSG00000007933.12|FMO3	ENSG00000007933.12	FMO3	0.54399111939661	5.38603562357142e-07	3.5803018162591e-06
ENSG00000007944.14|MYLIP	ENSG00000007944.14	MYLIP	1.38152922118022	0.000302180966501252	0.000962760652136236
ENSG00000007952.17|NOX1	ENSG00000007952.17	NOX1	1.01184818590113	0.0051161130484758	0.0115637801466737
ENSG00000007968.6|E2F2	ENSG00000007968.6	E2F2	4.05591534893663	7.53131007494994e-14	3.44688327681599e-12
ENSG00000008018.8|PSMB1	ENSG00000008018.8	PSMB1	1.09769247722188	0.292603134714309	0.374704511794773
ENSG00000008056.13|SYN1	ENSG00000008056.13	SYN1	0.674397085917418	0.0162781223447488	0.0317649777610399
ENSG00000008083.13|JARID2	ENSG00000008083.13	JARID2	1.1275641590322	0.0372356077041246	0.0647950270790425
ENSG00000008086.11|CDKL5	ENSG00000008086.11	CDKL5	1.19630230049309	0.0125812661348311	0.0254179442230632
ENSG00000008118.9|CAMK1G	ENSG00000008118.9	CAMK1G	0.996091739498009	0.653729873118011	0.72102156887535
ENSG00000008128.22|CDK11A	ENSG00000008128.22	CDK11A	0.907575150090681	0.0596709033029126	0.0974326864290713
ENSG00000008130.15|NADK	ENSG00000008130.15	NADK	0.728158643821612	2.36548246212484e-10	3.89701283004724e-09
ENSG00000008196.12|TFAP2B	ENSG00000008196.12	TFAP2B	1	0.41743564055798	0.50191387042926
ENSG00000008226.19|DLEC1	ENSG00000008226.19	DLEC1	0.565834256851156	8.55496167260101e-06	4.15005942836993e-05
ENSG00000008256.15|CYTH3	ENSG00000008256.15	CYTH3	1.47437560841092	4.02377727216087e-08	3.63469772540541e-07
ENSG00000008277.14|ADAM22	ENSG00000008277.14	ADAM22	1.8033718246323	2.12492654983003e-05	9.22571154177316e-05
ENSG00000008282.8|SYPL1	ENSG00000008282.8	SYPL1	1.64469445732403	2.51252935833602e-08	2.39778807560677e-07
ENSG00000008283.15|CYB561	ENSG00000008283.15	CYB561	1.27160905152823	0.520126613468764	0.600499611678459
ENSG00000008294.20|SPAG9	ENSG00000008294.20	SPAG9	1.0646333115278	0.114778376572943	0.170462146700713
ENSG00000008300.16|CELSR3	ENSG00000008300.16	CELSR3	5.11713180164955	1.36188428163043e-14	7.66821488443031e-13
ENSG00000008311.14|AASS	ENSG00000008311.14	AASS	0.348743215453054	8.61218444586599e-10	1.21780058785533e-08
ENSG00000008323.15|PLEKHG6	ENSG00000008323.15	PLEKHG6	0.693250473322799	0.0130691190894188	0.0262486490411947
ENSG00000008324.11|SS18L2	ENSG00000008324.11	SS18L2	1.38899075061009	0.000156170386787505	0.000538096733131062
ENSG00000008382.15|MPND	ENSG00000008382.15	MPND	0.714362279162292	5.51596501677576e-05	0.000213467721438279
ENSG00000008394.12|MGST1	ENSG00000008394.12	MGST1	0.697764625370399	0.000103999614334469	0.000374928685459795
ENSG00000008405.11|CRY1	ENSG00000008405.11	CRY1	0.885185540404259	0.0845602493098082	0.131553536690387
ENSG00000008438.4|PGLYRP1	ENSG00000008438.4	PGLYRP1	1.03287505554601	0.909766385624642	0.932734642432811
ENSG00000008441.16|NFIX	ENSG00000008441.16	NFIX	0.916985479509591	0.0196124101789226	0.0373213590920087
ENSG00000008513.14|ST3GAL1	ENSG00000008513.14	ST3GAL1	0.624661270101782	4.82004332345376e-07	3.25013518091621e-06
ENSG00000008516.16|MMP25	ENSG00000008516.16	MMP25	0.590947009803291	1.75946961627989e-06	1.02021820534766e-05
ENSG00000008517.16|IL32	ENSG00000008517.16	IL32	0.97304768240486	0.0154237873851996	0.03027973032142
ENSG00000008710.19|PKD1	ENSG00000008710.19	PKD1	0.820051595224848	0.198242731332152	0.270783292679444
ENSG00000008735.13|MAPK8IP2	ENSG00000008735.13	MAPK8IP2	2.59937058609649	2.0007346825742e-07	1.48317780691306e-06
ENSG00000008838.19|MED24	ENSG00000008838.19	MED24	1.38487097521055	5.77072261988334e-08	5.00012447909608e-07
ENSG00000008853.16|RHOBTB2	ENSG00000008853.16	RHOBTB2	1.30139835987507	4.14972317323493e-06	2.18690922279133e-05
ENSG00000008869.11|HEATR5B	ENSG00000008869.11	HEATR5B	1.00569458884521	0.913497086791155	0.935550880103162
ENSG00000008952.16|SEC62	ENSG00000008952.16	SEC62	0.790237303933728	0.000205430758713009	0.000683584427855867
ENSG00000008988.9|RPS20	ENSG00000008988.9	RPS20	1.45332223070891	1.13126212326403e-07	8.98969998324535e-07
ENSG00000009307.15|CSDE1	ENSG00000009307.15	CSDE1	1.45802816697313	1.74136676100222e-08	1.73852288411053e-07
ENSG00000009335.17|UBE3C	ENSG00000009335.17	UBE3C	1.2620255849961	2.11909966695246e-09	2.71298646217093e-08
ENSG00000009413.15|REV3L	ENSG00000009413.15	REV3L	0.998462396344326	0.433526569497936	0.517462730734366
ENSG00000009694.13|TENM1	ENSG00000009694.13	TENM1	0.101233848166983	9.99036587023772e-11	1.82308201067014e-09
