gene	gene_cluster	MO1_mean	MO1_sd	MO2_mean	MO2_sd	MO3_mean	MO3_sd	MO4_mean	MO4_sd
LIFR	MO4	0.0337799150363945	0.874671208296379	0.515121979288398	0.71559957608176	0.564799820974158	1.02063765860919	-0.812202485767847	0.81080208844443
C9	MO3	0.128634327706358	0.990290856058938	0.630203198500064	0.898653787458571	-1.00906373185268	0.659918249749223	-0.0653005237051248	0.803671670203715
SLC30A3	MO2	0.0938113164675271	1.18961186717473	-0.56947556789765	0.608468080221838	0.136753413897246	1.02853437798747	0.303500302083751	0.899456133133353
REEP6	MO3	0.392733099278371	0.713611976502451	0.368839870511634	0.615790418536329	-1.56525221895085	0.86052875362157	0.213267687193331	0.678263909737346
PRG4	MO3	0.116686468568134	0.978419494839798	0.299389424026186	0.619720128066723	-1.24082214212373	0.792246856020555	0.367491482855438	0.852811686037175
A4GNT	MO1	-0.615171212660358	0.654669574604407	0.247920890979107	1.14164463411448	1.00200353607075	0.968250107531884	-0.166005105681315	0.635385851210858
ALDH8A1	MO3	0.469919247059221	0.737636246113319	0.441955536280971	0.709285463384783	-1.55330046005523	0.842385758924878	0.0629028607821314	0.526800716387637
ARG1	MO3	0.441519326006029	0.802332294001835	0.246599443944026	0.615366684412622	-1.62426738780227	0.865093706443813	0.301355613022612	0.412401491684981
SPP1	MO3	-0.517827168314913	0.955709211095822	-0.26798987155361	0.945021635495178	0.913119400014789	0.710357071079035	0.223638277542353	0.828282264962842
EPCAM	MO1	-0.599310672125812	0.669719732817981	-0.104720222814104	0.918028355458197	0.507169224047389	0.848259040729523	0.413986860695658	1.1329212097832
ELOVL3	MO1	-0.517917996420973	0.625512826428042	-0.393784014244559	0.564991979931575	0.184797663939505	0.642407821029264	0.767651709986194	1.27862855378001
CPN1	MO3	0.429670865988526	0.40872200151156	0.256620067935842	0.621283934805519	-1.74950642672757	0.98141195040775	0.380422389003121	0.473952742346249
GRIA2	MO2	-0.302968962656722	0.59040886827545	-0.500351513459366	0.330574560927195	0.624487987325919	1.33601417945088	0.368723404834467	1.19347057260267
TTLL2	MO3	0.199570919655369	0.995090848781163	-0.274694652505657	0.668665433838408	-0.930588239857732	0.441919455451725	0.582293932906311	1.04129015293529
TEX11	MO2	-0.155716208363636	0.768100080914185	-0.499943295238415	0.48288444269972	-0.127288998622427	0.683438954895069	0.664827218907927	1.34827494943012
ENOX1	MO3	-0.156096916256315	1.16144595184253	-0.0626885158125106	0.675497373046551	0.932124010744998	0.743315964427563	-0.342087405937234	0.897281783607105
EGR1	MO2	-0.318662578982418	0.866605373213554	0.736953404586737	0.572782920495675	0.287229560489309	1.26779879952403	-0.464152422260773	0.870155432616955
ADRA1A	MO3	0.465295377816971	0.708917653544274	0.374604469869818	0.788505973848612	-1.2320293097744	0.964232647715241	-0.0677563602325248	0.844019348397125
GJA3	MO1	-0.531755674416342	0.719672890944635	0.0494723303693258	0.934067068055756	0.497784880751563	1.2002489729855	0.217621048872295	0.998283654025695
NUDT10	MO4	-0.335360602805624	0.831005524952836	0.559257459283374	1.0721562802046	0.727307435836423	0.828978329191693	-0.559624668946816	0.686212091785497
HJURP	MO4	-0.103406494157999	0.848410289156581	-0.630254509795887	0.831616461885532	-0.00395650619506737	1.4078532780921	0.646667055909443	0.580154610755232
PTGIS	MO2	-0.462527972346585	0.711820990425148	0.615471525437355	0.589029084166261	0.901890262288095	1.00523857423392	-0.578630583030694	0.882877480822677
SLC17A1	MO3	0.549217887386587	0.936975194531053	0.272646989460208	0.571701434410089	-1.51411883993056	0.787122985539162	0.100042581161245	0.463844090178546
TREM1	MO1	-0.560414339300662	0.540242580676628	0.0986024238565864	0.934671215507893	1.03517634839554	1.10548479722387	-0.116482813049725	0.913375909343517
CXCL6	MO1	-0.614841413170332	0.522938251409707	0.525727884949252	1.04359794018269	0.229782659025083	1.31239643029943	0.0608451862069346	0.852674963598001
PLGLB2	MO3	0.416619504806562	0.895277922757243	0.461497126363456	0.636005956972136	-1.45160248790275	0.469377625123475	0.0412384552858236	0.777599270124336
FOSB	MO4	-0.209861534953207	0.749458375791103	0.421212809110107	1.03400775208837	0.63491462249745	1.31509553957725	-0.518625049541194	0.627333138297781
TGM3	MO3	0.455134305727391	0.997761964320912	-0.59700216096134	0.823329419176091	-0.811305643016969	0.592594448691689	0.51634420161356	0.751864779015589
NRSN2	MO1	-0.594644656224783	0.879774445849381	-0.224477531016064	0.5925470367643	0.676913993647115	0.76345299800216	0.409034394211408	1.13238610721308
SSX1	MO4	-0.502375863594275	0.668774198914071	-0.441774210596497	0.599064662478574	0.237845901680988	1.12868174416822	0.760295194772418	1.01156438270325
PZP	MO2	0.207058166378847	0.862591802566922	0.686588960086001	0.800669220317692	-0.717622272553316	1.13477145773649	-0.370438327238901	0.790013930352066
PRDM7	MO3	0.155070645437338	0.990365051803258	-0.112860208882578	0.718738666477478	-0.95011163705991	0.748217645512576	0.503173982076934	0.982539754011254
GNAZ	MO4	-0.456233280679682	0.904460441368697	-0.401819096644877	1.0537816390461	0.0936724448934545	0.819587206696245	0.764387709925739	0.671831455350652
BAIAP2L2	MO4	-0.115179262886412	0.93228510967766	-0.585064828174871	0.776027795684855	-0.0731647489278631	1.04475383178606	0.662142179336091	0.889830814609366
RIBC2	MO1	-0.713752401168297	0.824712527226828	-0.117633990572748	0.819810993621288	0.500360612167079	0.725334390457063	0.5492125459133	0.996989750442693
BBOX1	MO1	0.722260786445099	1.04854027826389	-0.332744577247847	0.727371985354819	-0.741996129225059	0.685966613515441	-0.0303432575716483	0.85556643005145
FAM64A	MO3	-0.546521245051651	0.916855144514595	-0.274794447034906	0.617779449310032	0.805315828705416	0.731008062364004	0.324233090060654	1.0945310318862
SHBG	MO3	0.356406169651657	0.897786742409581	0.479675036663538	0.824365564545751	-1.27109176953775	0.533354034492488	-0.0192951975755978	0.824066353136053
ACE2	MO1	0.728778200103141	0.895071118962343	0.073146612671433	0.781743199999296	-0.526743232730878	0.610996333800175	-0.511345791240489	1.00757900157624
EPO	MO4	-0.295699366935781	0.719488405298854	-0.127009151342912	0.749601435417013	-0.626062347765417	0.583155909411099	0.794079522583296	1.18077550947628
CYP2G1P	MO1	0.774819129899111	0.640535707456074	-0.0999933466716013	1.01718617275282	-0.382983479530366	0.60293660496473	-0.498775654004986	1.04448082774084
PNCK	MO1	-0.542500484278371	0.486215393609355	-0.438263970736916	0.581383252239942	0.250784049685235	0.710643301193001	0.791679453807528	1.26850665994435
DUSP9	MO4	-0.056158449135332	0.689188665522546	-0.503262100962826	1.00502387955829	-0.4521193198268	0.982428270933026	0.75801074930658	0.870752216131202
SLC34A1	MO3	0.478623711640397	0.998797225589128	-0.0236028554210405	0.878600044742427	-1.1086094202199	0.627573932568073	0.182673182017409	0.798979664210149
ADGRE3	MO1	-0.562207151340078	0.751688894393851	0.603164318627337	0.875447330313416	0.0804819343732896	0.790312677907837	0.0293386774498719	1.16187081832598
MATN3	MO3	-0.31008363756182	1.0628675690056	-0.4235862164779	0.927992127421407	0.905768161035205	0.801650113540783	0.142175206825003	0.734122541242387
RHBG	MO3	0.482448107252012	1.16639723915004	0.0586767080405113	0.721036639631869	-1.01009175180838	0.751591349782414	0.0496093366359817	0.726172636702907
CHIT1	MO1	-0.690460673318079	0.580894328631163	0.584282259311985	1.12156836893334	0.691448864470859	1.10324959896894	-0.18652553211372	0.584346819013163
LGR6	MO2	-0.531840260280374	0.781509336870238	0.79024231241565	0.760730221483765	0.0292865450791995	0.648335429578274	-0.130845619306429	1.16963601455223
EPHB2	MO3	-0.148967393945205	1.17229996611139	-0.0130653275221111	0.745694938674944	0.660567060580564	0.580905847553565	-0.228818944312079	1.07979154611959
CCNB1	MO4	-0.242614541342731	0.969122723121358	-0.599379036531267	0.965029801786478	0.33357842423801	1.03598993504303	0.564070394918639	0.667565728570404
CHL1	MO1	-0.497008675090632	0.577517172824882	0.276267380979852	0.87347939413542	0.238059521287449	1.16374055613553	0.14419612223982	1.20621230789959
SAA2	MO2	0.0342601835949401	0.772448467370734	0.677899851446111	0.767453905625975	-0.51969042574954	1.16645275658442	-0.300373811054157	1.02066985954871
FST	MO3	0.163395386973338	0.622700688405958	0.335521594066275	0.861451402664045	-1.33470211190846	0.954234803699471	0.344062755866739	0.831483331058806
SPOCD1	MO1	-0.608758063923124	0.724071281487256	-0.145179830412209	0.809255865591636	0.991032003545948	1.29700773173912	0.167979620842089	0.689808239012746
UGT2B28	MO4	0.366136269678585	0.801039040366004	-0.559276245249369	0.880648576685711	-0.81015137497215	0.903826290438753	0.577032550282739	0.798157840939595
PPP1R1A	MO3	0.360532703401838	1.05646677351313	0.406811916526861	0.570577800320868	-0.845325016778781	0.533171685939089	-0.217154457552494	1.10692835033287
SERPINE2	MO1	-0.864460637276316	0.648651430382984	0.0219408093709287	0.629975016128505	0.777081142641215	1.02180839789879	0.422785295590113	0.924166323696023
SLC22A7	MO3	0.458140783627807	0.591206704254043	0.388932798674778	0.539857012817627	-1.54640977460403	0.970027304448097	0.116205163079659	0.762609390621444
FOXF2	MO1	-0.726284728201068	0.562449233229891	0.330535631662048	0.677053962922599	0.962499390115028	1.13209874427528	-0.0958559563706358	0.946051027006541
PI15	MO3	-0.215657286397401	1.08237001451526	-0.228535997468947	1.04140883164968	0.812251691320672	0.508703623137606	-0.0666552662265271	0.90320956084427
MMP13	MO1	-0.542339016789821	0.565994644537734	-0.128844776919594	0.953656513345796	0.695917876567863	1.36210707235907	0.261423302070249	0.858256903517836
CYP19A1	MO1	-0.605328263790062	0.57192988716968	-0.420725641232892	0.615167333761237	0.597076924800427	0.827590423682687	0.634965317147267	1.16581565349013
TRIM54	MO2	0.116547300571121	1.03573224481674	-0.624264051350667	0.761961384945127	0.232440459969922	0.884197868095886	0.268785502066437	1.04257897765103
BTBD16	MO3	0.174702058046195	1.01988772051694	0.152259504274108	0.774454609738739	-1.05079769709441	0.962255403802628	0.31762087867515	0.798419302803084
CHRNA1	MO1	-0.555036104752061	0.665033038523699	-0.171318489689332	0.764891704723341	0.56940609778228	1.09951614988735	0.386764967556229	1.11555129458584
BMPR1B	MO1	-0.625545877291508	0.621488759348474	0.416981533952476	0.911730339975121	0.76147214267144	1.01613100963789	-0.154494418306385	0.973558161788495
SLC39A5	MO3	0.244974290647884	0.931748866971237	0.398612352312374	0.542778646881844	-1.390459238367	0.773295593670276	0.238232038374402	0.796315912023432
ZIC5	MO4	-0.52134923752079	0.809120841272616	-0.374655720072774	0.929082878795294	0.121680424276912	0.908425609356742	0.79286580689254	0.800434129026166
SSTR1	MO3	0.496098490802837	0.938135617189376	0.0321941330244961	0.591237384393398	-1.23355965910947	0.976770327850634	0.191867367051883	0.765295237476181
CYP11A1	MO1	0.795896058808342	0.696945781801099	-0.000261567493261948	0.853501682614708	-0.845062715406003	0.908220018069343	-0.328430900135885	0.874402608358005
ADAMTS10	MO1	-0.60168306568661	0.763270558695609	0.5300512751052	0.809140144431583	0.780219109702971	0.856453521856518	-0.286907830690262	0.959014751680925
SLC2A5	MO3	-0.599680949354309	1.02667473772587	-0.0304125449269427	0.705352573629707	1.0158845112996	0.812921206291922	0.0459849532301678	0.817407316223888
RXRG	MO3	0.442889892865403	1.16068835311641	0.0485112419272643	0.804474502282977	-0.797254524799432	0.601343821964914	-0.0279162282671888	0.915402528432371
MAEL	MO2	-0.0783255571256562	0.901400971596774	-0.547540308276345	0.489361984886514	0.194857667348791	1.26906488830231	0.430736496607557	1.07140804184715
NECTIN4	MO3	-0.293828420129317	0.788928036514965	0.140435072810451	1.07510090094892	1.04874417255466	0.92035081023484	-0.440096474285894	0.707869146171133
NUF2	MO4	-0.235917400223315	0.991695131859341	-0.603307917192858	0.805549335881777	0.231907892328937	1.28079201193098	0.621380264451048	0.522113154731512
TRPM8	MO3	0.325440508562455	0.774061132034556	0.00951756403334275	0.566643140364298	-1.16962124809024	0.951308246717058	0.351970285435224	1.04641908099709
ILDR1	MO1	-0.862353016329767	0.756777184106021	0.243634394775932	0.695179328429504	0.569878737154648	0.971165917534564	0.356454189293924	0.928339206003449
NKD2	MO2	-0.404026673763068	0.793287564731834	0.644171138338519	0.74038543961445	0.689800571265306	0.926553496263539	-0.537197802895703	0.924402399433155
UGT3A1	MO3	0.319307439500799	0.805944365838868	0.213150719416962	0.720987934580404	-1.15838751633098	0.988009096468116	0.178581586818329	0.954228262394791
TIMD4	MO2	-0.440402915685563	0.913994550873443	1.06648224079541	0.730159333766228	-0.00273957083051214	0.488295182348015	-0.442443100707954	0.852723536064672
SLC2A12	MO1	0.886772678689521	0.748869591526862	-0.0953485864995092	0.681817057081154	-0.506935328297627	0.770362908525916	-0.545903817120838	0.976179191280823
SDK1	MO2	-0.487455846404423	0.907822679468605	0.695878960729686	0.609327725463527	0.439623808400035	1.1625986040181	-0.34344276293561	0.85249823586171
IGFBP1	MO3	0.417719451391055	0.535835807749424	0.302523991936469	0.746277065701049	-1.4989596709907	1.08380044229784	0.203624985487813	0.665460419176688
TMEM27	MO1	0.574465829569209	0.74166035210512	-0.0280784930421606	1.04002545157483	-0.339586103387408	0.806450411960464	-0.375570739929388	1.08554717193847
CHRNA6	MO1	-0.850013995127228	0.430652679706864	0.330966793094782	0.68627784397058	1.01719031445522	1.17766983582485	0.000878732079889639	0.828691684373597
ATP6V0D2	MO1	-0.609400755527013	0.590911864872167	-0.203458351293794	1.06019019625493	0.611965212617986	0.937879169265382	0.445631264332297	0.956649418368083
GSDMC	MO3	-0.542408145916854	0.884168154315808	-0.354256692191025	0.983866315093579	0.865000364740024	0.727595188512344	0.351646522731054	0.804267892990736
NTRK2	MO1	-0.597150312083645	0.721766262022736	0.575478929510082	0.728440968961886	0.971655236602759	1.16162936292304	-0.445142404357397	0.599872198283164
CYP17A1	MO3	0.417001851217106	1.07427571762548	-0.212454807249309	0.830770826297666	-0.908595973831249	0.522785195493928	0.287892226682701	0.914392908559219
FADS1	MO4	-0.337565340595763	1.10412450233265	-0.406395500069306	0.722351874291657	-0.27267219716847	0.547969652386283	0.863483100985544	0.793447949383288
PLCH2	MO2	-0.372807147699989	1.11755763928688	1.01861174592285	0.63035724033095	-0.103749173178057	0.487544881654026	-0.4121229750426	0.759693290999582
HMGA2	MO1	-0.512495639080795	0.563969874843759	-0.422515297770915	0.434465135258644	0.671368559408529	1.03892865294995	0.494437288494995	1.23324119799607
KLRF1	MO4	0.172151381679378	0.865187049178205	0.614673652463446	0.901348300699586	-0.0361411387323301	0.946224405917882	-0.681546872117878	0.88348182166887
ALLC	MO2	0.0274664637146651	0.929941910049634	0.807299413966648	0.787773949151731	-0.405776562585953	0.902816337393752	-0.471578351220477	0.897072278792338
THRSP	MO3	0.372510138412567	0.927404375391581	0.162487281365639	0.807441932648708	-1.06230481070198	0.614343900503079	0.108133051927201	1.02794611442771
ZNF385D	MO4	0.15168628738265	0.982098856764048	0.0451002749877432	0.775543201275908	0.687709643170881	1.06598734662266	-0.610231621393893	0.856731615275096
TMEM132D	MO3	0.271949059527161	1.10310359951242	0.0367185258618512	0.97244080589839	-0.803087660108189	0.525810312277644	0.16509533657882	0.935589329212977
PLEKHH2	MO1	-0.814829023091579	0.646839273343727	0.197333053861842	0.627141924731266	0.593775893943064	1.08425523844571	0.331571842097754	1.03549808292436
DSPP	MO2	-0.44581071517681	0.794416229006867	-0.603253634170871	0.56775346145355	0.784909876753466	0.963026607220511	0.509920913928811	0.975092340845778
DMP1	MO2	-0.41473463166166	0.806415214731359	-0.69642710698235	0.576942172126072	0.833844286515598	0.837634213143912	0.527127832270382	0.951232941022182
CLGN	MO4	-0.17806107519031	1.02686881268822	-0.378223402601355	0.874605019133678	-0.549041507553805	0.957974042860828	0.83787892569326	0.503728590359166
UCHL1	MO1	-0.566371494205528	0.528617609557235	0.00983235337920533	0.807726703053987	0.598243115491728	0.810840950879664	0.227386699248443	1.33127620696075
FAM167A	MO4	0.204504477145371	1.13263425035091	0.334783283406305	0.59329202712803	0.543334945727268	0.694556877746467	-0.82529645933436	0.80967517953956
OBSCN	MO1	-0.694602610151583	0.705908617560785	0.556022794158322	0.762801957218408	0.656042370424597	0.778363929310467	-0.136912056630169	1.07928748534392
MAGED4	MO1	-0.607057921371133	0.88929813366022	-0.0735745670516096	0.584021671092754	0.589319425923528	0.856562318019931	0.346357543879441	1.15296452089789
NCAM2	MO2	-0.310967492936007	1.04811291351363	0.508002458720696	0.428644158673765	0.157042986246347	1.04253385077341	-0.199512014077592	1.13841696395433
SLFN13	MO1	-0.929130151101199	0.72737057299978	0.444595682624581	0.456373558382569	0.751913016741231	0.704286350430793	0.146532518380626	1.04948197878912
GOLGA7B	MO3	-0.545680807460687	1.08182906318213	0.285845210648878	0.579693506231937	0.865605284193601	0.6981517663138	-0.189366751733986	0.959825058733552
FUT6	MO3	0.171038123798983	1.04011755334465	0.221388736865248	0.757909483752245	-1.02793686025529	0.944448818291444	0.248991659828778	0.826951252004199
ITGAD	MO2	0.0184872402261945	0.595518380973982	0.957385836186923	0.409971849810378	-0.521105626454539	1.1685557360255	-0.520526187123665	1.02419284167078
NRG1	MO4	0.528313269674934	0.973761551238292	0.299479321446416	0.890775184676092	0.128510673492412	0.518678824951844	-0.886392760483582	0.763738993116301
SLC34A2	MO1	-0.566898082949564	0.507302221747438	0.0915056572903974	0.920590048517417	1.06330263236333	1.1786104293411	-0.120518401017791	0.866442604781626
CLSTN2	MO4	-0.14687443482449	0.570890518390673	0.555569338831625	0.954744433331822	0.640558866389488	1.14217558567691	-0.70235110127486	0.828980232384094
COLEC12	MO1	-0.607522834304634	0.746443242806678	-0.201329469507647	1.04540172883333	1.02930055250492	1.09354446242552	0.191448693598416	0.529646208343039
CD1C	MO2	-0.493465982014381	0.79141626203842	0.795086290759728	0.469670605366551	0.437728126301486	0.996642029800312	-0.420320941811561	1.03426569652561
OR10J6P	MO3	0.336964695153264	0.724687867187689	0.498299055185788	0.688432248396913	-1.40368804804587	0.735388161558731	0.0648457020086732	0.877526725424958
IGF2BP1	MO4	-0.352180753580843	0.841173028581598	-0.441522679853886	0.965288158184977	0.0502040133948833	0.93296643368562	0.714961661098759	0.864292973316632
ISL2	MO1	-0.697372620184224	0.893279662455918	-0.0900758613225619	0.799679041430632	0.447589619337454	1.00008821891849	0.54025196171514	0.833981869008468
ZNF208	MO1	-0.611189334810589	0.846370205664364	-0.0872898445058066	0.566760224808186	0.423608666128034	0.852850145329586	0.461779969704233	1.19517691495205
FCRL3	MO2	-0.433412652641508	0.403725037099675	1.06402794237845	0.739042873725069	0.249198593042768	0.856470183532346	-0.598859621573756	0.968529621509718
